Id	xCoord	yCoord	Types
678	682698.1741178408	245840.2715255177	shop,work
679	682805.9288617126	247156.40251351098	work
680	682991.5811519568	247797.39326968868	work
681	682493.222191209	248602.34453181413	work
682	682931.6955543996	255109.7247415003	work
683	682383.6602521664	227655.63128678314	work
684	682511.7808220593	246771.92854198438	work
685	682900.5983159572	246762.7621327404	work
686	682658.4379421064	246741.7952220462	work
687	681831.3679195002	246994.004730295	work
688	682428.599441558	247433.22685033144	work
689	682757.5199135521	247286.8702551939	work
690	682877.7949771293	247521.068980518	work
691	682666.2810387308	248789.50432049506	work
692	682160.197388988	249972.30076269447	leisure,work
693	682782.9542793783	205334.3260139233	work
694	682553.8909084393	244066.61558760464	education,work
695	683152.2236607531	246655.43295372868	work
696	683618.4293054194	247493.4521214703	work
697	682422.039060867	246993.34096303736	work
698	682626.4329074678	247241.56330917016	work
699	683107.0917701809	248050.13103917195	work
700	682651.3898781192	247738.1960670045	work
701	682530.7584118051	247023.69298921496	work
702	682730.0397328977	250545.12305548723	work
703	682705.8051363296	255350.27890566547	work
704	682777.2569105035	225957.93915302565	work
705	682885.8706237299	227805.83622683064	work
706	682844.6631247335	246537.85954853933	work
707	682860.1810122863	246299.98512171654	work
708	682906.5098737052	246818.90485909238	work
709	682870.2534634708	247980.33810110588	work
710	682795.246571455	247079.4049092435	work
711	682741.1341463878	247638.87985880513	work
712	682935.0485631623	248779.58582091893	shop,work
713	683180.5845271744	264353.94575269485	work
714	682912.305671673	226787.70132228485	work
715	682933.2593935168	226937.3554451722	work
716	683047.6138198738	246555.8055982613	work
717	682687.2886557645	247073.3226869684	work
718	683392.0168897335	247730.5180028575	work
719	683082.7838974594	246837.4126682425	shop,work
720	682874.6201853943	247534.2899542412	work
721	683023.6432897589	253645.41365148395	work
722	683159.9706320703	263895.9336623427	shop,work
723	682962.1162684063	227268.7692094631	work
724	683109.8200024349	247076.17275529774	work
725	683207.7570170854	246667.56357836572	work
726	683119.1769161315	247038.50484072685	shop,work
727	683462.6291822314	247986.19870018974	work
728	682998.9234960795	248270.9221899807	shop,work
729	683077.2144809265	249251.81887657085	work
730	683156.6044314951	252415.19290705823	work
731	682826.94827322	264140.9981316885	shop,work
732	683515.9915281462	263306.06200740306	work
733	683204.1446496423	263278.7380324054	work
734	682447.2641234065	263413.6779271928	work
735	682998.8141285944	264447.7248852798	shop,work
736	683106.4749050183	264122.63133033435	work
737	683111.7751333627	264898.823225982	work
738	682964.478261491	247487.84593313537	shop,work
739	682848.8128537462	250183.23120277468	work
740	683763.8349350704	252805.6797872929	leisure,work
741	683439.2383290862	263545.8376489032	work
742	683484.5020488052	237098.29851956427	work
743	683248.2598401869	241467.76814170304	leisure,work
744	682886.7842020892	246487.52104128458	work
745	683697.6550645608	247268.53683125725	shop,work
746	683245.5269649803	247358.46850351282	shop,work
747	682702.7650079741	247616.95175351982	work
748	683384.4537779444	249458.88961445374	work
749	683025.3625412576	249889.63244638857	leisure,work
750	682947.0602559261	252425.9066728315	work
751	684219.8046014294	238315.3019927166	work
752	683348.0129213339	248575.07642994376	leisure,work
753	682981.5110945686	248747.79230783097	work
754	683340.495671195	251666.01341604764	shop,work
755	682921.5029490681	251689.246703841	education,work
756	683007.7171919462	242971.12257591359	work
757	684053.8058170629	246718.638097756	work
758	682902.7777972912	247720.6634636971	work
759	683444.0886081718	247064.5850323528	work
760	684067.7968395036	247240.8824938713	work
761	683106.6507844223	247615.47003259786	work
762	683374.749714007	247767.26459516602	shop,work
763	683154.5821295133	248296.00166319727	work
764	683198.8526255806	248185.70450492032	work
765	683134.1498588847	248440.5724652144	work
766	682747.3380935548	251836.2559007935	shop,work
767	683623.8998412744	250957.17995390148	leisure,work
768	683418.9562870122	251015.30846650116	work
769	683423.6935651449	252001.33879872263	work
770	683382.8923523523	264958.6501734713	work
771	682985.1741660996	239802.50869114223	work
772	683961.1594277497	248119.96323226904	work
773	684183.9337118168	247980.1358579286	work
774	683228.9614582607	247796.70803212185	leisure,work
775	683118.819413539	247883.5878975152	work
776	683904.3933071357	248369.95367878908	work
777	682976.53949595	247854.21855286098	work
778	683781.8930899265	248847.72416101684	work
779	683703.2188680741	251801.43978729905	work
780	683463.8806722828	260545.07817072354	work
781	683740.3938130641	263501.586368123	education,work
782	683389.0984994803	237035.38651968096	work
783	682982.622208892	237902.7395581833	work
784	683909.8174913945	238671.4734342249	work
785	684263.7572958142	242326.50770622247	leisure,work
786	683374.3795450475	242479.3449875889	work
787	683441.347662955	246894.57254010005	work
788	683760.7514323232	247458.1367149055	leisure,work
789	683478.361253365	247742.0873391009	education,work
790	683503.3382041132	248577.78019381833	work
791	683466.3085149226	251261.2871742131	work
792	683247.9784676007	252261.33120577314	work
793	683647.169986495	252380.3579314058	work
794	683586.6004372949	246434.66199195472	work
795	683458.8135019637	246384.9050281646	leisure,work
796	683785.3974701337	247781.4307119863	work
797	683153.9216874861	247755.3381917371	work
798	683574.3674114757	249100.86667388497	work
799	683729.0738046899	249179.84596350632	work
800	683508.4911398895	252601.99280915782	work
801	683787.489562324	241066.81446754516	shop,work
802	683876.1500425042	246041.16444162026	work
803	683966.7922072753	247420.62843238667	shop,work
804	683808.3876223274	247028.26654584226	work
805	684023.8918657171	247014.14044010817	work
806	683959.1194902243	252934.21730699003	work
807	683452.9519092877	211854.92898747267	work
808	683851.3822311756	231347.89237783875	work
809	683808.0187373873	238188.1907612517	work
810	684649.1149733143	242565.9736701909	work
811	684228.2155391164	246566.6386638739	work
812	683985.6311571115	247536.45527735373	work
813	683456.9135329645	250127.19602570546	work
814	684037.7808492143	250736.2675272713	education,work
815	683981.8182588916	245353.278455313	work
816	684057.4667444319	245956.2460621795	work
817	684083.5218701485	246631.43486015353	work
818	684321.7523862392	246145.1902274238	work
819	683754.3002398921	246225.1254138787	work
820	683876.3764709405	246827.65388829613	work
821	683647.0922996155	245881.929737981	work
822	683578.3572033659	248615.4640519201	work
823	683959.448302446	246169.95744291952	work
824	683559.1400257357	246353.87659051947	shop,work
825	684152.8370419728	246333.64228648512	shop,work
826	683810.5558188278	246261.66704669205	work
827	684207.3552736664	245748.5944479686	education,work
828	684172.6096842224	246393.47819225205	work
829	684348.2647685269	251422.26433856325	education,work
830	684242.6439549183	211416.40443811077	work
831	684400.5056869088	241610.62053914194	work
832	684440.5487290623	245211.39952929714	work
833	685016.0946474721	246112.07862059597	leisure,work
834	683992.3819887071	246669.62948980715	work
835	684279.4200586432	246100.4071251773	work
836	684082.2418497647	246408.12101108703	work
837	683951.3527098637	247130.2524694112	work
838	684286.160661545	247971.19317601016	work
839	683792.2423507067	252581.02926672486	work
840	684474.2517279265	252416.04795478226	work
841	684720.3410210883	252799.29279471858	work
842	684304.1927390154	253731.6495126339	work
843	684280.763278443	254361.57671485317	work
844	684523.6569887227	211377.43278793243	work
845	684487.057550247	245470.88051336646	work
846	684614.9020099842	248036.3240905652	work
847	683735.180943919	251660.1361696669	work
848	684445.36826712	212160.90403687395	work
849	684790.8549875253	211892.20760373454	work
850	683959.3046910415	245308.787673632	work
851	684793.4873212589	246957.16411951475	work
852	684251.9156406478	253370.7764259771	work
853	683629.0455126199	247513.83394418564	work
854	684520.5998656041	246788.78606738703	work
855	684352.6232920827	248581.06749896717	work
856	684616.1238223892	248420.76802389193	work
857	684941.9814168317	252052.66983652156	leisure,work
858	684497.5745835779	252145.87042448772	work
859	684332.6191846763	253767.38900454546	work
860	684025.6945641455	253300.32638820892	work
861	683921.9667144967	224130.1059122088	shop,work
862	684373.1626321565	239711.78047847212	shop,work
863	685035.2290201003	245678.70989286373	education,work
864	684810.5459513374	246623.3070981641	work
865	684765.5866114091	246281.13493958575	work
866	684340.0750705726	254564.27259732108	work
867	684298.2448600709	256206.48430819443	leisure,work
868	684624.9689519978	239165.9636185274	work
869	684395.1373003138	245929.9143298467	work
870	684743.0360099365	247254.78410857715	work
871	684589.3509274195	252387.2980610298	leisure,work
872	684689.0924821324	254274.3612394463	work
873	684912.6179000068	238430.06846657905	work
874	684729.5721445996	246835.62661573716	education,work
875	685088.5353184574	247341.51884752285	work
876	684442.3933167412	253633.236449769	education,work
877	685199.2438187033	254318.00619087048	work
878	684859.2374624196	222297.5376440466	work
879	684536.7045802643	251207.29595486642	work
880	685347.222560422	253986.42124781746	work
881	685202.5867183985	254326.5578712121	work
882	685248.0092138841	237792.1956325203	shop,work
883	685112.9585003814	237148.22699836973	work
884	684825.6846845143	239182.09880938692	shop,work
885	685155.3953227364	238828.87430298355	work
886	685103.7666078251	239427.7020762632	work
887	684929.4622312572	239506.10962058257	work
888	684976.544175175	244576.35831890878	work
889	684614.4218056622	244806.27822407483	work
890	685113.9508192537	244734.4294648924	education,work
891	685365.4908371157	254302.7175830708	work
892	685237.2993466819	222222.55728236973	work
893	684913.1612816141	229406.77593007326	work
894	685671.59531304	238766.13808118325	work
895	685414.1889711778	254478.96149919456	work
896	685564.8131855251	237611.25832313913	work
897	685095.7754813517	243959.74862337037	work
898	685337.2686487952	244571.93809204025	work
899	685482.3394946863	230021.53979921562	work
900	685016.5493078599	243373.2363160394	work
901	685564.2400348505	238120.84543111458	education,work
902	684892.1319032672	250816.07642982661	work
903	685231.1945847529	265662.8561292552	work
904	685894.8042482618	251412.33675690237	work
905	686207.3827889285	237449.42476941415	work
906	686065.0624091871	243363.25765370892	work
907	685831.8809421539	255651.6497883949	education,work
908	685397.9679299017	244091.80946865608	work
909	685888.8047984001	244334.42702194818	education,work
910	685936.7622865626	228870.94654495316	work
911	685818.8487976039	236275.28341105225	work
912	685875.815251499	237942.5533163978	work
913	685819.1819705736	243486.55698087777	work
914	686352.2729584299	265285.0065812728	work
915	685367.4324616692	243489.0314813308	work
916	685850.0113252078	244362.81254063227	work
917	686334.3100029866	264948.92877205415	work
918	685895.8824371612	256612.1121704303	work
919	686703.9385729727	242186.72143760725	work
920	686312.9523165581	236817.2964307109	work
921	686515.5656360104	240753.71055125244	work
922	686388.1552066992	221386.20323155826	leisure,work
923	686317.0865509962	243545.86471962673	work
924	686597.2874763402	241427.1826004899	shop,work
925	686554.3179868386	252266.76837968754	work
926	686816.0078768735	241444.01994678783	work
927	686634.8417867537	252224.10265574092	work
928	686592.1159478022	252740.01820677737	work
929	686344.1855874759	252687.47757512814	work
930	687120.3737082691	255566.76276364576	work
931	686202.2411000194	284606.8191156595	leisure,work
932	686120.9936764061	234987.69072683313	work
933	686679.7818617199	234866.0190454743	work
934	686113.8282516513	263234.5364155917	work
935	686620.4507857476	264428.28197231353	work
936	686679.2144013137	236083.48703725103	leisure,work
937	687030.6212097132	241079.26013272925	work
938	687006.1959788691	245824.57042723807	work
939	686813.8757152578	250304.73719557934	work
940	686930.5882042783	251584.64063183527	work
941	687375.5213019251	203883.8069605081	work
942	686971.1865307615	234946.95587719357	shop,work
943	686715.4938090018	240741.22709487675	shop,work
944	686447.7720017333	251499.57967548826	work
945	687210.3403890794	239742.5253103504	leisure,work
946	686402.2068471132	263680.9461817961	shop,work
947	687383.6215607922	240852.9028578085	work
948	686648.7962843092	251414.60533958775	work
949	686992.7884669777	252512.54690774422	work
950	687293.4521458226	281417.51184651494	work
951	687568.3695868474	240621.21835369087	work
952	687010.7608439462	251585.5770355141	shop,work
953	687644.918707848	259378.71602559893	work
954	687174.8014782916	225643.37410571324	work
955	687977.1176430227	246300.03532774164	education,work
956	687409.4965698885	246667.9311499238	education,work
957	687505.6962653897	244503.37167224215	shop,work
958	688171.3105036325	283170.12800595013	leisure,work
959	687463.2209029782	242457.97858025465	work
960	687634.9001572643	244542.90149066775	work
961	688078.5885905799	248961.04897818147	work
962	687976.2327688138	250312.37108453247	work
963	687906.5395714632	294248.35842003557	education,work
964	687944.8068357899	235084.7576355616	work
965	687513.9510114098	234871.6089629817	work
966	687881.5620164825	238372.98851686058	work
967	688186.3135103754	225275.86101601445	work
968	688331.6116800605	244317.5953637526	leisure,work
969	688034.8634082902	282032.2186089191	work
970	687823.0689856027	238487.647798824	work
971	687836.8411962171	244448.4424045451	work
972	688488.907176474	256295.82580615333	work
973	688512.671948332	206721.08487375232	work
974	688781.3394878091	240338.30986136472	work
975	688992.106762191	281435.02911621734	work
976	688454.8619765227	281338.43559374096	leisure,work
977	688239.1517867342	282037.07860982534	leisure,work
978	688629.1482741785	284934.0078656336	work
979	688758.7123779906	211721.696808496	work
980	688575.5628250877	249408.5592831461	shop,work
981	688881.79655274	205853.9960347223	shop,work
982	688764.8492255937	234372.3558265429	work
983	688727.5504393777	238462.31437180928	work
984	689131.6002225404	251569.8674474825	work
985	688141.2283738997	205551.09846263553	leisure,work
986	688712.317012412	250372.37343991647	education,work
987	688824.0963821628	252273.17526826102	work
988	688782.6134520369	287355.5695628862	work
989	688890.9511767537	246412.7759626768	work
990	689430.2631674557	250484.85243667025	shop,work
991	688713.7560609677	252299.1751342815	shop,work
992	689743.8176103167	282688.5777891234	work
993	689006.0970672296	221419.70176692028	shop,work
994	688593.0474983507	251748.58532974517	work
995	688437.9609253858	259991.0094548615	work
996	689657.0142548329	244166.22501758873	work
997	689118.5283348203	281391.10442536505	shop,work
998	689069.293022607	211660.63046384638	shop,work
999	688708.679647452	237857.41434933775	work
1000	689040.4522933331	242899.94460587288	work
1001	688872.9047588366	255602.1322496143	work
1002	688435.5030230957	283453.48483180936	work
1003	689602.2089838346	249864.07090230193	work
1004	689170.9531385243	255339.35071874972	shop,work
1005	689803.6980449357	281842.8953153475	work
1006	689040.9323435335	282174.5330851176	work
1007	689362.8177294348	285337.1579778734	leisure,work
1008	689576.375855416	221352.34731036142	work
1009	689550.0570384765	236580.31378783585	work
1010	689447.4316647779	254921.1913789589	work
1011	689171.0334119459	285324.62035884795	work
1012	689732.9135368406	206061.39487760604	work
1013	689051.486037154	238012.7377501445	work
1014	689736.6969885855	250215.24261504752	work
1015	689588.1241935071	250605.321832585	work
1016	689498.35009376	255249.45781021734	work
1017	690093.7824070917	283245.0953828661	shop,work
1018	688906.5360341344	250865.9222856403	work
1019	689838.9435715099	251328.18308634212	work
1020	689564.579110608	283721.43009130924	shop,work
1021	688707.3538964592	285618.62130368606	work
1022	689572.5964803647	238342.39664145865	work
1023	689639.2615650143	284611.8666174601	work
1024	689650.4054682774	252652.27617646256	work
1025	689518.2628553099	252558.30666897667	work
1026	689631.8083605877	253294.59550618517	work
1027	689999.7717931301	221131.4205373081	work
1028	690412.6560087069	246444.4739926935	work
1029	689874.5942113061	249797.92912218082	education,work
1030	690437.9553969224	253441.4872348275	work
1031	689604.8763828166	283434.8316852507	shop,work
1032	690532.2637469366	284487.2448833284	leisure,work
1033	689668.925422445	247680.3324241296	work
1034	690762.5481095845	263226.16268223466	work
1035	690511.4203377331	285788.5280950775	work
1036	690861.2624276164	207305.18482992958	work
1037	690744.8374647178	215353.9765820778	work
1038	691290.1476378972	249949.4074907621	work
1039	690869.0960981046	283192.74214811577	work
1040	690768.367519368	245468.96931839245	work
1041	691179.769761146	262460.8284918022	work
1042	690771.0600640632	236105.99929374835	work
1043	691124.3227484615	248417.6183240094	leisure,work
1044	690843.2351995439	215469.26224683688	work
1045	690950.5573791902	245137.27719064595	work
1046	690652.1180822824	233053.2584169943	work
1047	691078.5344517471	233225.22689855951	work
1048	691078.5032115736	245442.6787971421	work
1049	691849.281284088	255644.60909258432	work
1050	691055.2559908597	278795.75373740215	work
1051	691259.6952187984	283634.6040997484	work
1052	691726.2305225931	285421.0504548732	work
1053	690891.025686853	290565.4849240183	work
1054	691151.6465208753	207326.8095144194	work
1055	691464.6844366784	245966.37057721877	work
1056	691284.7865366491	287186.0816158285	work
1057	691667.4985821191	256326.44152036024	work
1058	691613.9362618392	233230.32479784862	shop,work
1059	691790.9633313962	242978.77012037198	work
1060	691162.8280317751	242595.3670241276	work
1061	691493.8555306364	208678.58038233986	work
1062	691845.6282917322	249242.86439087897	work
1063	692070.6564200231	208219.9327845131	work
1064	692307.960921543	248517.4853813078	work
1065	691547.6707474726	248271.8566993154	work
1066	692191.61301384	257480.4737760777	work
1067	692340.9764252517	208726.53216566492	work
1068	692049.3908136822	209500.4452120868	work
1069	692395.0480502921	232977.64607816367	work
1070	692557.8534065633	265306.0891131344	shop,work
1071	693066.2579843099	209360.0232857411	work
1072	692566.5916593404	291689.6427011576	work
1073	692605.5992506425	231953.96986678138	work
1074	693215.3016741824	249460.37191466524	shop,work
1075	693076.6143646794	231839.71634939354	education,work
1076	692997.7478041997	235579.0084157042	work
1077	693019.4271355957	255320.36460610258	work
1078	693086.6710906862	243511.0589964669	leisure,work
1079	693360.0101701164	272714.4048495626	work
1080	692771.3388309055	248308.52153027957	work
1081	692903.7082286729	258925.40376167555	work
1082	693774.8559006985	231115.03398854512	work
1083	693400.3261922175	249950.014002052	shop,work
1084	692770.6144880477	231314.3926820892	work
1085	693381.6642709876	247585.8264900747	work
1086	693209.8859428745	258727.38926302022	work
1087	693620.5594280144	230419.17763320383	education,work
1088	693504.0917996889	231839.29174520218	leisure,work
1089	693318.930797673	257790.25653976988	work
1090	693546.3627167149	262890.00315579877	work
1091	693921.6264471508	231745.58111097434	shop,work
1092	693720.2733956123	251357.0685718382	work
1093	694207.798713401	235816.62849730504	work
1094	694256.1320719802	247549.5044175391	work
1095	693730.1650088239	218573.45753650015	work
1096	694088.2697928201	252961.97361908283	shop,work
1097	694437.6527603065	272533.37568412285	work
1098	694323.3739638064	227284.68305425943	work
1099	693635.4572215232	252682.0527780543	work
1100	694943.8713130208	254926.42133382946	work
1101	694124.661505847	253677.94667076413	leisure,work
1102	694190.8987139214	254154.26881654284	shop,work
1103	694368.7711777677	254666.0986370996	work
1104	694408.4276128473	228359.0539203884	work
1105	694722.7680523244	230318.51664894502	work
1106	694646.9444837708	227923.32024425452	work
1107	694651.0122741201	239691.92460738576	shop,work
1108	694346.428716455	246250.63286487127	work
1109	694547.3029587162	252790.97009971994	work
1110	694228.7476381948	257234.33997914064	work
1111	694049.5182262401	239199.52479135807	shop,work
1112	694566.1815247741	239432.09947924994	work
1113	694977.0193443533	262571.17158794805	work
1114	694398.4828188495	239931.1759179711	work
1115	695064.7967507091	260042.8753569498	work
1116	695056.9407279029	263264.2972374339	work
1117	695283.8400521728	267089.6141503878	work
1118	695629.2743107867	289505.276702272	work
1119	695933.8061068617	244124.09287433795	work
1120	695366.3263342689	254987.70116536916	work
1121	695421.2554656524	261027.9814329833	work
1122	695665.777852802	233914.33228940875	work
1123	695991.4226298387	260958.84456853496	work
1124	695202.5238563509	229033.74761474738	work
1125	695819.3171531925	230103.67244652502	leisure,work
1126	696462.587308943	245209.96844341457	work
1127	696030.0801705185	288637.06559832493	leisure,work
1128	695752.5860700206	228899.601007749	shop,work
1129	696243.4086456017	233738.88773253871	leisure,work
1130	696187.1422336133	245039.36067166374	work
1131	696000.4554145649	260710.42885442812	leisure,work
1132	695977.027656243	238658.9852884889	work
1133	696333.3834724328	245241.04034487144	work
1134	695755.2587041694	262140.79819871884	work
1135	696477.3369405045	261409.0438941396	work
1136	695833.3025472861	238240.1987767818	work
1137	696223.7664056348	225419.67587789192	shop,work
1138	696655.7081627492	244418.06526835554	work
1139	696343.885583413	245401.4300330316	work
1140	696451.1749213587	245021.85016791776	work
1141	696471.793677841	261724.1981148343	work
1142	696513.0918082992	262321.92946748115	work
1143	695841.5984966698	262461.2291980822	work
1144	696750.9722692246	245137.11351772514	shop,work
1145	696596.6279048488	245247.53219046604	work
1146	696729.8092092221	244568.27915651348	work
1147	695847.5726323284	246122.80642326237	work
1148	696572.5249621465	261958.8229278006	work
1149	697023.9825890895	262921.316232879	work
1150	696344.3019920953	232495.05690047095	work
1151	697344.4519254639	261334.06326119017	work
1152	697081.839361607	227246.85812742167	leisure,work
1153	696967.8181301623	232426.0545782465	shop,work
1154	696895.1307540141	233326.27323513437	shop,work
1155	696321.7249131019	236313.01445936845	education,work
1156	697343.2118341177	261860.0899632943	work
1157	697485.1256605829	262177.6364645292	work
1158	696731.3076470182	233081.7252209774	work
1159	696763.6326684959	261616.50649543016	work
1160	697738.6703267727	261741.57278344766	shop,work
1161	697169.7472719196	262132.3153526707	shop,work
1162	696886.706448165	265473.12072008796	work
1163	697637.4612314964	268497.0016261343	education,work
1164	697333.2076787953	261515.00562412626	work
1165	696854.6977935755	261492.1696526796	work
1166	696866.1208176962	261581.07055203314	shop,work
1167	697468.6275228307	261290.5723525532	work
1168	697393.5335549638	261898.81095622768	shop,work
1169	697778.8004226928	262568.5751881362	shop,work
1170	697330.7029363114	260873.5048261375	leisure,work
1171	696915.8558293612	262400.6564880832	work
1172	697962.2695458994	251499.62043286304	work
1173	697166.7537405827	261853.0048785526	shop,work
1174	697941.2045161464	264797.6793747709	work
1175	697797.2381623511	266094.35601206427	shop,work
1176	697602.513400924	261042.05778885528	work
1177	697047.5593822139	244939.7079271336	work
1178	697895.987997476	265349.51049580897	work
1179	697689.8904686203	225582.43433754242	work
1180	698365.266999125	228272.21521785166	work
1181	698196.0580079725	261880.00896977732	work
1182	697955.0831382202	261454.32471825526	work
1183	699306.5933218318	228417.39630818513	work
1184	698165.9173071712	233763.09248487794	work
1185	698517.4820677817	281837.59080817166	work
1186	698636.2957834012	261151.1702414227	work
1187	699275.8240577902	232698.9717933493	work
1188	699278.441412017	249376.6719933166	work
1189	699411.3322961362	282629.4767241913	work
1190	698847.0542746579	262577.33677320223	work
1191	699181.3066975918	226523.99927598579	shop,work
1192	699184.8846302467	262818.4458755769	work
1193	699423.2123832906	249154.4480538851	work
1194	698939.1707007298	249340.79968451388	work
1195	698811.5484275493	220252.0005873067	work
1196	698776.3579326291	220578.9474863112	work
1197	699210.4155351231	249900.81172490757	work
1198	699838.14356497	242347.4029307873	work
1199	699746.5823290751	250150.60124486973	work
1200	699402.1124163321	260098.79979578583	leisure,work
1201	700028.0822573527	242221.81674616862	work
1202	699447.0204535434	259445.76724021704	shop,work
1203	699194.6555361354	262869.11618521536	education,work
1204	700318.4794409387	228795.17638127945	work
1205	699828.0983414103	240412.8476013921	work
1206	700189.8394091199	280209.8597431041	work
1207	700000.7375273703	233139.2239738842	work
1208	699711.6576481676	261391.52858595637	leisure,work
1209	700522.2271704405	253735.39660742314	shop,work
1210	700725.0171081424	259452.10003000306	work
1211	699445.2069156402	259921.75353455252	work
1212	700285.4349711288	229282.10010214083	work
1213	700132.8782730058	235060.85553758385	work
1214	700566.8364053649	227436.89330379775	work
1215	700078.1498090312	247541.111883029	work
1216	700697.4021454641	247506.5770856324	work
1217	701168.3707180534	259552.20755208403	work
1218	700585.0549535839	234609.16494315874	shop,work
1219	701010.7145950432	243124.94598636936	leisure,work
1220	700882.1194706144	233863.22525073387	education,work
1221	700434.9910940665	249634.59944801065	work
1222	701105.1201342924	250884.94734676363	work
1223	700372.1631711628	264881.08611059666	work
1224	701390.6243294742	228765.52694054833	leisure,work
1225	701080.9006928172	247277.632359492	work
1226	700991.7023606014	233806.87328182106	work
1227	701465.5601301759	233957.05991900663	work
1228	701304.9771169341	241056.81944983176	work
1229	701367.6949808056	203282.17225995476	work
1230	701179.088624659	219614.29396229272	leisure,work
1231	702050.1622522163	262470.79167398316	leisure,work
1232	701543.060934851	228728.87772801975	work
1233	702133.7793727386	277377.96006295393	work
1234	701655.8588275263	254065.67605314442	work
1235	701809.3966330354	264070.0688262651	work
1236	702222.0142137659	240622.81491504973	work
1237	702776.1947403767	243262.49333757622	work
1238	701960.3115044668	210814.86926198087	leisure,work
1239	702126.7709642911	267100.6562044218	work
1240	702778.028253179	203767.41386317962	work
1241	702207.1842419626	239934.813958238	leisure,work
1242	701873.4159533144	241651.4202287071	work
1243	701951.0980221331	241560.44718925832	work
1244	702213.2460689227	267751.25688489154	shop,work
1245	702457.5536116629	228721.9480868157	work
1246	702383.4296288494	240854.5907136517	work
1247	702639.6999073412	255873.07958050253	shop,work
1248	702976.4259403087	282008.3607133629	shop,work
1249	702758.1775377395	242614.58279301255	shop,work
1250	703052.9201275792	242112.8676661753	shop,work
1251	702635.8124195858	242205.51864303372	leisure,work
1252	702477.2023093821	242908.82643130116	shop,work
1253	703573.4944148215	285222.50088231114	work
1254	703391.5633457067	234859.93051802675	shop,work
1255	702981.2282429886	243016.9739933298	work
1256	703254.6092038763	235094.29943371905	work
1257	703365.1425879927	252265.28155012045	work
1258	703737.8504126774	213208.8110499875	work
1259	703525.6160382367	242771.19094394144	work
1260	704063.5904752123	242965.1986334495	work
1261	704004.4952798221	244223.9600318933	education,work
1262	703770.912887966	242460.19300094908	work
1263	704412.0760281705	285452.95412105834	work
1264	704190.6840041953	232817.82222148296	work
1265	704954.053060129	266350.33982087835	shop,work
1266	704138.5679042402	227639.75294173782	work
1267	703992.0751399795	232040.43872741063	work
1268	704235.2662418212	232349.7101413033	work
1269	704095.178935994	269156.304905612	work
1270	704229.6866834908	232549.70322488612	work
1271	704620.3655040407	240107.20372319335	work
1272	704402.527314202	243194.76707699406	work
1273	704338.7477718171	271890.23987625225	leisure,work
1274	704393.4764443043	233100.8861060034	shop,work
1275	704667.8313224178	266300.20300262864	education,work
1276	703970.6212495441	231986.04890023527	leisure,work
1277	704018.649881431	246723.25741901132	work
1278	704784.5213135262	232387.09791932206	shop,work
1279	705720.8711419373	239941.0375058274	work
1280	705377.5576490837	227468.14045120432	work
1281	705451.1948472376	231475.97743043807	work
1282	705188.9884194247	231581.63949166928	leisure,work
1283	705880.9442765373	235468.15254147878	work
1284	704947.9423948156	248833.6554935231	work
1285	706117.837407978	243931.34581274248	work
1286	705930.2772260766	255472.7537370502	shop,work
1287	706503.2595796069	240028.80905315987	work
1288	706920.489356849	227485.28962651486	education,work
1289	706492.4334624136	237500.18794704613	work
1290	706057.215002198	255585.09387882362	work
1291	705926.6108087609	239600.092629359	work
1292	706060.9846516934	244156.4777955038	work
1293	706590.2837529337	214283.4794066281	work
1294	706511.3363929479	231180.95405332572	leisure,work
1295	706193.9357509754	231079.61175595626	work
1296	706115.6679098132	235134.04410845647	shop,work
1297	707186.3888682454	235995.3130749326	work
1298	706863.0688918721	239925.0859429624	work
1299	706410.8172125097	279629.05241722945	work
1300	707265.556819821	235066.9074298515	shop,work
1301	706729.8303390644	235132.22862614054	leisure,work
1302	706906.9926670447	279049.5508284117	shop,work
1303	706635.3790152583	234911.01015374283	work
1304	706938.3362996943	243121.5754765799	shop,work
1305	706966.1138265206	227712.24009237488	work
1306	707036.4197503794	226773.58525896614	work
1307	706997.8910058956	238229.3876302035	work
1308	707490.2715327981	228381.24263190234	work
1309	706795.7003554557	234182.17503744958	work
1310	707002.7615992253	243288.7572258601	work
1311	707160.913631125	262012.12897629628	work
1312	706975.6015127905	227689.61922203802	work
1313	707528.1512459883	226972.84617615613	work
1314	707344.0723958861	268899.5709797808	work
1315	707894.9952580747	268786.3738215583	work
1316	708499.1679813945	247926.40382541137	work
1317	707545.4443101329	227788.39725203128	shop,work
1318	707953.1861258964	231962.0707992585	work
1319	708553.9110082847	236524.52635190779	work
1320	708520.447710929	240820.55552879133	work
1321	708892.7543008339	248010.3008432837	work
1322	709904.5140903525	226618.8101877904	work
1323	709258.4929188032	226064.48378497537	work
1324	708473.9214023286	227837.2655241476	work
1325	709383.746771854	268025.0075255369	work
1326	709546.3983854124	266802.8750049305	work
1327	709145.3740304833	268770.33395431377	work
1328	709459.6695206817	268944.5383034385	work
1329	709058.3252325321	268356.8115348357	shop,work
1330	709691.7756958497	268064.8683639434	leisure,work
1331	709101.6713833322	269067.4778753196	work
1332	709429.5622270352	269254.7339713232	work
1333	709642.145439149	268234.0533742779	leisure,work
1334	709942.3774733581	228952.63346982375	education,work
1335	709367.3779801755	268815.69876921765	work
1336	710672.2709069647	265003.82493458485	work
1337	710352.7097063622	261309.84930180953	shop,work
1338	710132.7184811383	259798.8830387979	work
