KANT	ZGDE	GEBAEUDE_ID	HHNR	PERSON_ID	GEMT	ALTJ	GORTAUS	AGDE	AWBUS	XH	YH
3	6	4722	8942486	1804	208	77	528	117	9797	696392.3446606473	233944.77766439432
6	3	9020	8001675	1805	628	60	332	-1	7835	686344.3409346156	251011.03808424113
7	7	2969	8607945	1806	736	29	819	6	982	664671.7516934081	224599.2584948226
0	4	2	9303659	1807	245	49	780	66	8385	682873.2865832566	238483.65846525965
25	2	7000	5263677	1808	741	26	517	-1	1401	704527.769781341	236065.43884587623
1	9	887	4222077	1809	975	42	488	4003	717	650511.8542343372	245039.87173641345
12	3	5319	7785628	1810	415	98	608	1344	8190	704316.6377082111	213591.81407308858
21	2	1912	3760123	1811	880	19	578	-1	6463	701406.451896924	210431.15181229333
7	3	9571	9912366	1812	451	55	463	1701	8229	688125.5012936959	234263.6439294486
15	3	1406	1317180	1813	759	52	470	4781	5079	713778.014240578	262064.25240014234
5	7	4565	2518620	1814	713	68	852	-1	3230	666248.0771817913	209157.2630498379
16	4	1171	4064440	1815	90	78	317	230	8838	698935.2938036179	265012.08594422793
11	3	7577	8852141	1816	78	3	761	261	2139	696574.7458279526	244451.6452280995
2	2	9731	5880073	1817	145	59	482	-1	669	661516.401780355	264647.6282181384
9	0	9176	9803	1818	689	63	618	198	8636	697035.7532453624	244661.77918968137
10	9	1496	1672295	1819	849	21	871	-1	7963	692136.7020134775	231604.8153705439
10	1	5645	8785919	1820	153	39	633	243	5840	670547.951474136	245340.3620206095
12	4	7164	7731114	1821	553	74	608	-1	34	646298.871467838	242245.49766566243
6	0	2867	9870895	1822	85	80	864	62	665	686498.9230811124	256464.73125153623
25	1	2522	9358794	1823	687	70	774	261	6866	685597.4031667461	254044.1366902878
24	7	4932	8929126	1824	185	58	185	261	4440	663164.6982435778	259028.30444731604
19	0	893	9194338	1825	482	14	316	1051	4203	669474.715739705	212294.4603266772
14	1	7675	9432652	1826	430	2	288	261	1244	701551.5689455677	242443.2179936757
18	3	8222	5994919	1827	952	81	372	117	3630	705698.3636887673	240321.40066370083
13	0	321	5972264	1828	610	33	31	-1	2407	701351.6813017546	229455.6665655458
13	0	2473	3809397	1829	553	74	737	172	7900	707759.9202051044	234652.65046659895
13	0	5266	9376997	1830	459	26	119	-1	2440	662942.7824391271	213718.13020496673
1	6	7191	7434178	1831	138	91	102	-1	8469	697114.5398424212	233108.9476137161
24	6	5833	3589129	1832	951	59	349	-1	80	729800.7779463808	280025.9099741352
15	4	8148	7828391	1833	681	7	253	250	9209	664238.541708983	260044.70840214458
12	9	9135	3171262	1834	718	96	666	86	6128	675316.9088091402	256534.33622367136
12	0	3930	9702238	1835	791	36	496	248	4953	689091.0519248361	242836.91677115744
19	3	5599	7846987	1836	453	49	448	-1	56	685236.8217354342	246749.00279509352
2	3	8371	3599165	1837	600	8	274	261	1605	689927.8748811702	246276.88235142909
2	1	4339	1726235	1838	964	3	51	2583	8777	641429.8958893734	247063.01052916874
19	4	3882	3460286	1839	19	43	358	4026	9247	667637.9026474878	256915.21207113622
20	5	3991	2129716	1840	160	30	588	4081	3251	662493.4925992951	243964.03346758525
18	5	6457	8380666	1841	864	98	94	242	1253	676617.6103174707	237061.76390719812
24	2	4485	9601600	1842	800	92	55	4067	9783	668581.5072639512	245275.81332140483
2	8	283	640553	1843	651	41	988	230	922	699505.3659585158	263908.4819426749
25	2	8614	348423	1844	819	31	597	225	9301	701433.6425383716	266175.74617817433
21	7	1034	9946659	1845	317	32	635	261	5854	686908.9466391127	252695.80425727766
14	6	7878	8689906	1846	999	90	786	135	4797	683247.7301533557	238528.9395977815
16	8	7602	9904608	1847	507	25	206	4561	8000	732320.7871999813	277689.2391311325
13	8	7855	2246793	1848	939	32	583	66	7585	698856.9954631906	232465.49321918513
5	4	7627	7686906	1849	580	71	863	1061	5921	666590.4711285582	210972.2852925596
18	7	9292	6029684	1850	941	77	936	4095	2609	658143.0055437037	259684.40045541202
6	8	2194	4339241	1851	919	59	720	2939	3571	693819.9970896348	253765.3542161698
11	7	1303	2026621	1852	316	48	14	117	701	704077.5839166892	243433.0217239827
6	4	4847	2882245	1853	457	66	204	-1	4917	697873.983664948	244641.8631459441
6	5	5370	1678859	1854	198	87	628	-1	9845	705353.1849580262	226895.85527913677
4	2	8607	2811591	1855	10	25	885	1344	9480	697119.9468365578	227952.58135038926
0	3	2961	3969959	1856	361	19	78	-1	8683	737299.0573336377	256201.50586146658
11	5	1611	7058887	1857	200	86	815	221	4636	701475.8238085574	264594.3910750956
6	8	4693	5553785	1858	957	1	908	244	9102	669326.0693325114	252469.51579221152
2	0	1342	3692670	1859	985	48	219	153	9699	697475.9790199094	234150.9499316296
10	8	5441	3963211	1860	311	98	410	-1	8256	699313.9314163567	258155.31418642885
8	1	3554	2098373	1861	156	7	324	83	268	675122.9816183597	254836.36810055267
17	2	8912	4524804	1862	110	78	467	66	4080	683294.6856806536	261380.31455453858
12	2	8610	9789203	1863	415	3	188	96	3463	672541.9513458946	258675.51975009986
17	2	5196	5501485	1864	418	41	568	4038	9311	661617.7549132237	261843.28990961626
1	0	4937	8295938	1865	682	8	359	1509	2471	674953.1854357965	231729.7625732658
20	6	3824	862959	1866	127	59	548	200	9902	698454.9924521974	260470.51245730367
20	2	9664	2996681	1867	890	59	813	-1	9994	683889.4607188152	251487.49666808094
9	9	6837	6562194	1868	837	31	994	261	9118	682890.3613912474	253014.63969076012
9	0	2451	9141826	1869	157	58	203	197	6545	687976.6100700528	252465.91578302023
7	0	6103	877823	1870	642	83	260	230	8686	694111.1241637979	263197.78651254525
25	6	4251	2677092	1871	307	67	659	29	8382	688399.713856091	283236.6044087151
17	1	7681	3475261	1872	93	20	605	3425	9167	722280.1752180264	258644.04013690155
10	1	8292	9214537	1873	842	36	590	158	5792	697184.4839960003	233940.43772865855
10	7	6460	2520951	1874	20	4	360	261	4754	662068.2133300363	264905.9311165372
14	6	104	1372329	1875	649	5	816	261	5416	694047.8546118719	253905.95464796218
6	5	5843	8178931	1876	293	13	702	2495	4343	641954.3698051361	246713.9638511758
2	1	1361	3698908	1877	189	22	323	-1	9254	685670.6443155856	250921.01695838352
25	9	3729	3180443	1878	504	74	738	247	639	674586.4329115535	249572.47662507728
3	2	7018	1725914	1879	630	81	633	69	9515	682157.6695041158	252007.05257369234
17	3	9503	4988535	1880	162	38	607	2576	2842	650114.3983382863	246293.53817543687
22	0	2317	950717	1881	714	66	685	248	7304	683292.9119529616	253774.44331030454
16	0	4570	1408431	1882	171	46	975	-1	1784	696660.1466872703	227796.95235974135
19	8	8277	8093245	1883	71	32	842	113	8957	708288.2194721695	234754.95238062524
6	4	3370	685453	1884	232	34	285	3426	9483	726824.1067022919	259560.42630962827
2	7	4061	6882355	1885	660	57	218	4021	666	670228.0970463933	246674.6586796769
22	9	8699	3806968	1886	881	75	59	4304	8387	661739.4639939439	271057.19054857746
3	4	3006	9490966	1887	375	53	727	133	6208	683828.3738507103	246063.53648599845
1	8	1719	9151737	1888	147	26	628	3424	4111	735160.2632564876	262625.27030452376
18	9	2420	7166079	1889	760	41	556	4063	2816	660607.6986943483	246304.21701450052
11	0	6889	814137	1890	381	42	874	261	9586	710894.6460720806	226558.8307640213
2	0	8696	7234855	1891	259	73	283	261	6553	685146.2963863821	238417.5094645837
6	8	3227	1841279	1892	534	49	776	261	3515	691689.1365904837	248782.8996471943
7	0	4966	1389159	1893	321	50	360	1024	2989	666491.4943724086	209990.34835383156
19	4	2744	2812086	1894	356	67	632	-1	4794	668873.4856917872	202569.94482078977
6	3	7368	1335094	1895	887	32	940	4001	5532	645369.3531079385	249922.5515234652
3	4	8729	2862052	1896	230	32	404	-1	2080	681179.8183648172	242485.20326436995
17	3	6392	5092014	1897	580	31	474	-1	4454	646943.629385434	240269.86557153988
25	6	3594	5069875	1898	978	21	648	1342	4671	705431.314046917	227575.54466432973
15	3	8257	9194502	1899	959	33	45	4010	2557	650585.3108120832	240202.5073008032
7	0	8070	4665963	1900	718	6	398	-1	9493	664381.1219748695	226259.9002491183
22	7	1197	1045656	1901	381	89	118	-1	9743	679133.9622745904	249182.19578629223
23	8	8821	5328373	1902	402	61	896	1058	996	663243.4755385192	209228.2894821362
3	7	5079	5449692	1903	614	13	377	142	6863	691323.8558408184	226441.655824097
17	2	4340	6095065	1904	387	92	545	247	7293	687934.414509908	253392.34012684552
9	4	3754	3575658	1905	303	68	256	3443	6556	738911.5383401285	248505.8681448998
21	2	9997	416191	1906	881	98	363	4147	8079	649814.196220178	247188.9427819602
7	7	639	6696954	1907	233	67	134	1095	5175	652021.8327076649	223304.1186096014
20	3	2746	969968	1908	945	14	504	2494	5179	642589.0019883236	261344.26443050875
10	9	5682	4641767	1909	640	59	164	135	9809	681530.0319140783	240256.7968821313
22	0	2101	3056725	1910	539	68	428	-1	4818	727749.5397588164	254238.41173673677
19	6	732	4779302	1911	939	63	822	261	3593	676747.1117963386	236723.73648465564
16	6	5913	6452854	1912	188	66	505	-1	3348	679341.6774294272	250640.92206465144
15	6	8841	2833235	1913	649	94	302	-1	8817	729777.6148910136	279246.65415451885
20	0	7505	9960956	1914	43	72	640	-1	1954	681427.5926312318	247055.81429463445
1	2	4323	56356	1915	225	51	686	-1	2825	689737.6502714567	246563.83527359486
23	2	3832	9501742	1916	447	39	366	191	1052	704762.3034759699	233180.52590593963
5	1	1044	1734258	1917	481	2	553	1052	7921	668129.5040776101	215891.41338469024
9	0	5494	5340279	1918	886	18	788	197	8210	671693.1904098095	244114.46592511883
0	7	6663	653622	1919	759	52	634	-1	7770	728492.7942498015	267948.6307918086
15	0	8472	648413	1920	686	79	196	4237	3894	661374.4452946641	244308.5728964603
0	2	1974	8688777	1921	258	74	955	-1	2245	686132.8085382166	255529.7129900889
12	2	7383	5639690	1922	743	21	90	4104	3384	657444.6041373091	257420.19231629814
16	9	8812	6792738	1923	72	21	622	4001	7746	648868.4681664846	249991.1781529216
15	8	3855	5802182	1924	815	10	175	247	6408	675138.7888985511	250264.28116714698
22	1	9940	5320923	1925	832	75	310	1058	6897	675570.4896232026	221439.096009188
9	4	7049	2076537	1926	908	86	799	4026	9382	663131.385957157	254724.86416174655
23	6	9975	970283	1927	81	3	502	117	4579	706607.577078036	239777.46665502456
2	6	800	2860973	1928	756	41	491	-1	7012	680382.5031828273	252969.50977992226
17	0	7073	6134700	1929	225	73	424	4065	9544	660234.399052624	248421.64007165
2	6	3535	9563145	1930	94	72	271	3443	3745	736610.905290557	255926.69494875974
24	2	8123	3282966	1931	486	33	198	248	7825	681152.8070367756	247444.44475082913
17	6	7248	6479062	1932	442	36	476	4082	959	664930.0190738711	247884.6290047312
6	7	1713	6287553	1933	391	95	35	261	2655	675813.5503524959	238769.52993296043
20	3	1773	3369597	1934	732	44	38	244	7469	705850.3009994726	230465.8085335479
7	3	1549	2666789	1935	946	40	106	-1	9618	707584.0628289377	242662.52987888112
8	7	6786	9962246	1936	804	66	6	112	5788	708804.4903583218	236573.28658591927
7	0	8297	2345052	1937	958	86	964	4001	9242	651428.3940850116	248672.654351117
5	8	9848	9654041	1938	864	14	56	3001	717	737532.9229478618	251250.53772452622
12	7	1536	635422	1939	546	19	245	261	5689	672121.976881738	251214.20312125594
5	2	2747	2934144	1940	391	28	933	138	2753	691665.3983373587	231448.95183303967
14	5	6316	4856644	1941	588	69	311	-1	4621	697844.8611797541	283091.0868618308
5	9	852	6249506	1942	127	61	712	245	2839	678394.764722418	243816.57743548276
6	4	6776	1063365	1943	386	72	805	3377	9801	726400.6913958294	236411.07458863297
8	3	8750	8580872	1944	631	49	428	-1	4528	655373.6617632956	240119.911261995
4	2	8543	3912506	1945	835	96	624	4044	6140	658873.6369137241	271237.1568725678
1	5	5747	2285531	1946	213	53	252	4026	4861	688215.3895357241	249769.47463710414
9	9	6202	9951964	1947	349	19	84	-1	2343	666511.7634768089	257251.95543712654
18	3	3871	4281314	1948	719	98	881	-1	1598	684813.2361485902	211794.50191424869
17	3	8325	1357956	1949	751	1	491	4001	3514	657142.7363383814	231773.92157731144
11	2	827	8131720	1950	645	27	494	261	3588	695896.7215484529	234173.01778260965
3	9	4506	8658473	1951	464	17	424	-1	2454	702007.8464203001	242889.5099110383
19	4	7907	4135891	1952	620	82	182	3336	3039	720938.0723820662	233063.93645886553
19	5	2499	8636133	1953	934	81	900	261	1724	682981.9093735074	245621.0435503762
23	9	8064	1659757	1954	636	94	900	261	1696	684326.8269003173	251082.9433562834
2	4	8778	7107951	1955	327	18	643	261	8908	680749.4516600057	248104.2389215647
11	6	8557	9913630	1956	762	10	329	-1	2454	674442.9962829181	247568.00668589844
17	2	3499	3804577	1957	658	19	575	4001	6278	664169.5689220096	244421.19387480582
11	0	8165	9729231	1958	13	83	168	4006	1316	644774.1805078568	246268.07963740255
17	9	6896	8148082	1959	229	9	706	-1	747	667187.5834784735	210343.93912390142
17	8	9521	4093960	1960	420	93	116	62	5481	689912.8018108614	255967.2680742092
15	3	8724	9081980	1961	519	84	7	-1	7388	686219.6036260757	236991.7583206749
22	0	1118	1155441	1962	525	26	71	1364	1861	688701.7824405248	205994.71339236564
10	9	8912	1690615	1963	183	6	601	261	4920	691307.0267154903	247021.85096801072
5	6	6996	8614227	1964	335	44	980	4495	7034	732449.8545093825	264868.6804876835
19	8	1919	2536123	1965	346	99	466	261	1105	676816.14131846	238987.94243014604
10	3	8495	2253847	1966	216	70	933	-1	2151	674442.0454846516	221245.4667216946
9	4	2893	2512065	1967	168	90	740	121	4615	715798.2116710615	234233.70525264554
5	9	2490	5777349	1968	719	34	805	4026	3774	665817.8299011283	257427.87289643352
24	6	8179	498209	1969	839	58	770	-1	9371	668644.3678025028	240766.74310439551
7	9	2302	1480966	1970	585	80	990	1321	1374	705144.8937789849	239352.3668006349
23	7	8235	7971860	1971	222	81	631	66	7292	662932.3486466652	245062.80243960253
25	7	2149	7381537	1972	495	84	411	4201	5369	661775.7876174233	244033.0257115059
14	7	7313	1471219	1973	258	5	437	4027	2428	668255.5794345338	247204.67227303836
4	0	9356	6586496	1974	6	27	694	1107	7054	652970.3703183408	221351.9039559782
8	0	9903	6807989	1975	635	50	126	-1	7066	697895.9713861744	260302.81503943627
12	0	3484	5944748	1976	932	13	66	247	8270	668828.4638965433	244318.2709658406
11	2	1775	3215603	1977	950	61	605	261	7449	678579.3579340158	244196.69482293772
1	2	8447	3312843	1978	328	24	953	-1	9146	651855.5290944418	248712.00217932108
20	7	6492	2751974	1979	811	86	365	4120	5847	656389.3863210003	252253.8270214689
1	4	4816	9314728	1980	209	42	622	247	8291	702416.020036633	240974.4100142148
3	8	128	6492519	1981	928	53	151	1054	3173	663644.478054829	210258.29596348407
22	7	314	9253035	1982	158	22	315	1054	6551	649662.0978351287	224802.37461234705
4	2	38	1933934	1983	827	96	927	62	1525	669195.3783960083	252638.54074193284
17	1	4839	2210267	1984	620	35	379	-1	5690	669556.7624333226	253379.39825512187
3	3	2489	6820882	1985	580	66	583	4083	4406	663154.1899449382	243619.93623852363
24	7	5938	4157922	1986	906	13	328	261	8937	667219.102419644	256851.6772554074
6	3	6946	9943438	1987	999	45	162	4566	2344	717333.8937447531	260302.62081441213
2	1	5973	1148041	1988	407	87	980	1061	9063	654973.8339327689	222487.89253185567
23	1	5981	3022777	1989	541	24	9	1364	1582	691344.9047922995	209182.69342050303
17	6	8474	7852726	1990	457	71	899	1026	6388	666573.4185557874	220938.29699755562
24	0	8084	2745867	1991	99	4	720	1057	6310	672724.3228054807	222291.4088173058
16	2	1340	6431476	1992	998	70	871	261	9856	685910.9160715668	251021.68454995332
15	6	3921	1200927	1993	128	42	353	-1	6546	687145.192494254	280222.9846020592
11	6	4439	4733675	1994	430	10	946	4001	4236	644105.6809239225	241811.22076233794
5	7	686	2221866	1995	338	66	142	4092	9601	660870.0814301035	250895.34501914133
7	5	8259	4943458	1996	62	33	950	4063	9447	669715.8855250333	245450.43021088047
8	0	4200	3053576	1997	504	88	291	245	8933	659685.924564398	246512.27017827897
7	2	5835	8259523	1998	534	98	167	1024	2324	663997.7324021506	215625.69566189495
23	4	6855	3045935	1999	1	30	17	4946	4622	726330.0108970816	269995.99891491624
16	4	7227	4968342	2000	67	24	975	4201	8626	655972.991971343	248496.74466781228
20	9	1398	2072376	2001	354	84	674	4081	2285	667290.3593049234	249453.72869468678
13	6	589	2088580	2002	37	44	279	-1	4737	659884.3621560587	245879.93581448935
12	3	9264	6835292	2003	731	5	651	1054	577	664217.9537689856	224702.6474948987
18	6	2842	1817813	2004	665	42	268	4001	3155	645530.5009069266	246909.95114316544
0	7	7152	4077684	2005	530	15	28	66	3596	691783.2711266148	256333.7031914047
1	9	3919	6243313	2006	918	79	911	4045	1255	666887.1055552629	257594.84942033098
19	0	8879	4925303	2007	525	26	785	69	974	675852.9121454692	249774.48732621231
2	9	8452	3165921	2008	763	20	882	261	7390	686665.2093898488	241403.23896648418
4	5	9657	3251326	2009	556	11	404	1509	8951	673974.3869624377	202982.3979166703
24	9	6261	4756942	2010	678	68	713	195	4810	704181.7495487058	235776.9685698446
22	9	9063	6029635	2011	435	46	999	22	136	689413.048527187	285299.53941769345
12	2	4492	4926336	2012	942	53	141	4304	1977	656427.1635763522	252192.5402725734
6	8	613	4826909	2013	275	8	677	1509	8818	682141.590758385	201165.43208750003
16	3	9299	6027488	2014	401	14	842	1031	541	666541.2529621903	225909.96918313394
1	6	3453	2526980	2015	921	81	401	4040	7461	677516.2570152058	252971.12998143752
0	3	566	4453238	2016	853	98	673	115	2422	701596.4726786657	248035.67490664808
6	0	6713	892050	2017	132	37	316	191	5089	677019.9533609484	252642.7485609476
21	7	1374	7104746	2018	306	42	134	113	3685	705889.141013851	231724.98126870024
3	4	228	9116159	2019	322	38	994	-1	7847	679978.0087766164	246747.33640539742
8	7	8503	1898885	2020	502	38	250	4206	938	651508.7589368814	249922.6945941598
8	6	8569	7880867	2021	354	43	53	261	4007	690242.1844962107	254243.94277072005
24	2	6410	3135664	2022	262	72	872	261	2710	683517.4243289973	251138.80384260384
2	9	1089	5130487	2023	459	53	696	3408	3779	731384.4018379832	261244.5415484084
6	3	6450	1149555	2024	914	78	708	-1	7961	652956.74864857	249744.7181060565
13	7	1480	9563923	2025	178	37	861	1061	1785	665501.6986549103	210900.84808320028
21	9	3977	8226294	2026	193	19	438	4026	4804	667101.5824571622	256669.17532362413
6	2	8391	4122416	2027	167	47	734	1137	4268	644305.0028634807	228917.57293382176
23	5	6651	1630723	2028	568	69	362	3338	1783	700458.7590722827	228363.30741249144
18	7	8106	6761126	2029	808	80	942	261	3403	682457.6191863773	246805.0226071476
8	8	7601	6625665	2030	222	12	899	-1	8499	667519.2568761752	206291.2434583456
9	1	7930	7172846	2031	75	48	975	4671	5448	730405.039432715	277884.0113688057
14	4	2375	7108857	2032	458	84	466	4010	7735	645734.6223647551	244705.8297075346
5	3	403	2682913	2033	935	87	509	4276	9505	642871.662026646	237272.63139911048
11	9	1238	97300	2034	346	42	242	-1	6886	646245.7855653107	239025.69807329768
19	5	7183	3601526	2035	387	27	544	-1	3689	646782.0005141144	250464.16773166374
14	7	8649	395162	2036	557	98	326	4163	7247	645614.88926848	264471.6345093604
21	7	9688	4798151	2037	532	71	501	261	7423	682595.5156061265	273593.51788786624
20	0	8715	8259827	2038	377	9	441	52	2434	677324.9497325489	253486.32662250206
5	0	1897	107787	2039	314	69	350	4082	116	668358.1967785074	248153.93727256695
23	8	7558	9947817	2040	620	68	468	-1	6577	672443.6236283954	251498.61186645328
9	3	6909	4912092	2041	555	12	980	4040	3944	669570.5445199803	253075.5659402089
16	5	404	7631587	2042	598	59	914	55	6043	679648.1765310091	267517.2737654666
4	5	845	2541297	2043	37	89	843	1701	7772	672352.9530261125	227303.5766752104
23	5	4513	7474282	2044	748	49	454	-1	3537	652579.7086109951	250907.57925394984
22	7	2933	869156	2045	975	9	701	261	8561	657351.7205676853	237494.92435898355
0	2	966	997159	2046	974	73	362	-1	405	727951.8704924724	255750.47321314295
22	9	9870	3586797	2047	144	72	228	177	5719	701733.5155580962	247200.33695015163
12	7	7455	4915746	2048	577	22	345	-1	2949	661947.4963403952	254369.03654530854
22	3	2564	8785892	2049	374	50	771	261	2926	699644.93866438	240217.79522361938
8	9	8916	641411	2050	844	50	462	4144	7731	646054.1930265579	245135.75069997157
7	8	449	5464386	2051	190	93	365	-1	2823	685491.7467140583	244246.87059956053
11	5	3250	4947988	2052	814	19	929	-1	4671	689160.8627120155	282505.96723566955
23	1	8703	9555935	2053	449	40	900	141	8211	683524.7699133289	252912.8124683069
18	2	5507	1840060	2054	638	67	632	-1	8010	697526.0187698948	235974.0984764907
15	6	6600	6158260	2055	316	89	418	4318	1441	664257.0385220299	272274.2769347572
9	3	7025	8282628	2056	353	31	530	230	5909	725914.5332751082	259305.41313443932
19	5	1049	8336089	2057	855	23	962	-1	9491	720874.55901362	257873.69160628718
10	7	3542	152340	2058	310	19	389	1058	7982	665544.9976059847	214790.95522713958
24	1	2794	530183	2059	758	7	199	3421	4313	728417.2099202747	257055.2078890981
19	1	9757	7066550	2060	427	43	832	261	424	697569.118571735	240459.86640116922
3	3	1302	3206295	2061	242	10	106	2937	739	677511.4454183632	280067.63681231823
4	9	7265	9101009	2062	208	15	160	138	8067	691699.541595632	232902.6096883238
23	5	2776	7673984	2063	175	60	848	161	4051	688152.8029938135	244519.27353978634
23	3	4909	2565359	2064	707	42	503	120	6751	711624.2779596254	237079.05482900506
5	5	2091	7006939	2065	630	25	49	1103	2375	650463.0161061962	224750.23292039588
9	9	2313	9072694	2066	665	38	407	4072	9885	664647.3315770784	250975.67910877807
13	4	344	442210	2067	932	15	728	-1	2322	682242.7813573388	240547.97974040662
25	8	9922	1395953	2068	723	80	611	96	6957	671994.8253781894	246149.2294074936
17	3	507	3251948	2069	401	90	33	261	4835	674940.3680525244	248614.4788124405
13	9	2146	1572872	2070	549	54	557	4001	9023	643904.7968264924	243071.29737585876
12	6	4814	6246513	2071	377	33	141	4026	5147	663201.9291201567	257216.8807990542
3	8	3922	6108547	2072	527	54	656	4040	9685	659911.5598254066	251396.87862649225
0	3	2667	5088395	2073	29	74	95	247	3755	672991.8733408815	253176.37040890852
10	6	8190	9799306	2074	64	11	766	-1	5694	726461.2257589902	254718.73739639146
10	6	3709	5193714	2075	241	94	953	-1	5186	657485.3876199656	213756.60032350238
0	8	5696	1801446	2076	213	52	633	1054	4828	667431.6074557753	206306.22645776265
2	1	9230	3560830	2077	782	43	935	1059	6706	667868.1912423588	209222.60584017335
13	0	6339	1988352	2078	101	6	973	4761	6990	720940.0610402963	250919.68376138335
1	5	2041	9364775	2079	577	64	810	4001	5675	648990.7412731252	250250.67771817397
8	2	4353	4568928	2080	783	73	420	1622	8822	723583.7271520689	217840.94651423692
21	3	7352	1307656	2081	290	21	388	-1	6013	659609.531275299	251455.1461524405
12	0	2821	6112430	2082	785	7	839	261	7027	686653.1621053849	263428.6581520595
15	1	9751	9364055	2083	869	10	202	1040	9466	669060.0746174525	216118.5454173644
23	1	3784	949172	2084	889	42	891	66	5094	686350.1946941682	263478.02529714594
8	5	7374	8013165	2085	658	39	84	55	5952	680558.4412022007	273405.34409603366
24	2	9943	2383065	2086	623	53	33	193	5040	701809.2327718616	246535.7508717263
14	3	2906	9625923	2087	680	54	414	245	1474	687930.7494833695	243697.63681184562
10	5	2634	9270694	2088	441	58	899	1701	1618	651870.8457976892	220682.4608261172
1	0	3108	3938801	2089	453	22	658	4911	8607	729135.8750187174	267507.96626429266
7	5	2973	7039684	2090	148	40	989	-1	9611	708329.5428837349	278333.78346906585
15	7	6838	8540721	2091	127	65	330	261	9064	698890.290875492	249443.0428999951
5	6	6186	6966139	2092	257	14	560	1055	9964	670546.8924828494	216734.4974529471
18	4	1324	46553	2093	533	86	433	224	589	698686.9887471397	260082.96193816068
11	1	1612	8911283	2094	924	41	320	3425	8006	715868.3473959543	258441.01102233637
9	0	3856	7141859	2095	294	58	522	-1	3136	646793.4112592123	248842.15346712468
8	4	3756	2366326	2096	301	50	823	121	2281	701823.8667043502	247399.41691408312
22	4	7804	1299688	2097	567	81	607	53	9360	687030.4958530465	262658.47024413984
7	6	4231	9976427	2098	931	24	214	-1	7190	688649.7713441106	252820.0989414546
24	6	6539	5324832	2099	656	13	202	3405	7022	723160.6824025727	252396.59964553412
1	1	8949	7232731	2100	907	100	697	3401	2605	732601.9191756827	248231.21804055249
1	5	3272	9071971	2101	223	66	78	261	8394	690332.5177162106	263461.8642557839
11	6	6834	8434479	2102	316	84	667	-1	6302	686618.656539858	246229.68160253187
8	6	2908	8947497	2103	562	11	694	1137	7029	642813.3181114099	225366.01642757325
15	1	8120	4031854	2104	388	59	701	4946	1499	723172.3320337945	275409.99469654786
3	3	8723	4087052	2105	400	95	659	4065	5856	662517.0088035165	238497.85946242348
11	3	6546	873283	2106	43	86	947	-1	9860	692581.9045441175	242046.99989216198
9	6	6230	4593092	2107	720	88	121	96	922	701262.6621486167	233777.15749688528
3	0	9002	6333556	2108	487	77	622	-1	8680	674833.4513796881	249113.2994525482
7	5	641	3695273	2109	959	4	522	250	9157	660594.9486135292	257324.89653241984
21	3	6170	7013483	2110	334	77	818	4671	7962	729747.4756984476	268108.25177739165
8	2	3998	5214516	2111	389	7	673	4946	7921	709628.9597379648	268404.27210779977
24	0	3886	3885872	2112	958	62	312	-1	5320	669593.3145054476	216479.47295197408
9	2	1015	4517117	2113	655	14	968	3336	6799	685468.1179697666	246627.55619270555
23	6	2463	8516588	2114	999	90	827	-1	3445	689409.4984472455	252718.5918243256
9	6	6135	728765	2115	878	97	785	-1	9342	682107.5282404446	249739.30973940768
22	7	8376	5977318	2116	990	79	623	230	7983	693986.6656598605	263495.7683781735
11	8	1832	9424077	2117	590	25	783	3007	5152	737667.5473019338	248887.70512986384
2	4	5348	304265	2118	555	88	652	4001	6169	648919.6632914245	245971.41294661045
18	8	6837	4852388	2119	446	1	140	261	3589	682007.0194612524	248043.13856943685
0	7	3885	6828507	2120	363	56	382	-1	1297	699314.6207419214	220489.03588942165
1	7	728	2467932	2121	678	24	683	-1	6989	665145.7685368842	213210.32099511605
5	5	9086	974086	2122	245	80	967	-1	3305	738440.3966229511	267801.6796525365
22	6	1997	1592748	2123	866	64	183	62	841	651746.3635407699	249811.30095999604
9	0	160	4303954	2124	600	68	34	1060	7793	663999.3748755495	211989.9570626146
7	7	7468	598382	2125	99	39	178	4786	4266	720304.4953624846	256536.20268375336
8	2	1680	8308263	2126	898	45	266	-1	2170	665268.1255619833	259192.51322369216
13	4	4034	8045721	2127	630	9	727	161	7503	696435.1935326244	240016.8518280541
7	0	6150	5751311	2128	586	43	80	120	4597	713266.1916639577	236387.79359128242
25	2	6984	878151	2129	842	67	735	-1	4154	652148.7984206498	221176.87947179316
7	5	9886	1231665	2130	806	24	959	261	944	680462.0781750525	246986.99040180494
15	0	1240	9496368	2131	982	53	142	-1	1291	684929.1828030786	254577.97419505785
24	0	3602	7029974	2132	804	51	658	3336	6335	706178.3808846781	231787.8199341852
19	5	7023	9388332	2133	743	32	501	1054	3234	663765.2842168137	211858.35516285241
10	7	9629	9509991	2134	972	52	371	27	3695	690349.7707324529	286187.6881649739
12	8	2772	3080755	2135	781	84	705	158	6081	688627.0023410486	236893.0448555333
9	6	9000	3699820	2136	580	53	341	-1	8675	719614.8457825687	248771.4441042496
24	1	4933	663903	2137	917	13	34	4013	2102	649351.8639134144	238129.0784440756
1	6	8496	2282766	2138	553	82	258	4038	587	664264.1250039774	259744.24586538557
1	4	986	8979688	2139	544	45	284	-1	5636	689257.0537646131	206125.16547222307
6	7	5533	7981076	2140	827	31	365	4165	7015	643787.778992227	262774.5042301791
21	6	8238	1466663	2141	690	75	392	247	6250	696939.9122819152	244840.59671778098
