PersonId	TripId	xCoordOrigin	yCoordOrigin	xCoordDestination	yCoordDestination	activityDuration	mode	activityType
1563	1	668328.2676399873	244680.879328964	666608.3601436344	225772.76581597506	14400.0	car	work
1563	2	666608.3601436344	225772.76581597506	668886.3714445726	244248.9904032972	25824.0	car	home
1566	0	711573.6001302052	232910.67087745594	706794.7917124055	235152.15951243648	1800.0	car	shop
1566	1	706794.7917124055	235152.15951243648	711573.6001302052	232910.67087745594	14400.0	car	home
1566	2	711573.6001302052	232910.67087745594	706884.5459616877	235128.6576962366	10800.0	car	leisure
1566	3	706884.5459616877	235128.6576962366	711573.6001302052	232910.67087745594	18062.0	car	home
1568	0	683807.4975113544	249775.6985724146	683000.7034024652	246221.19536942884	3600.0	car	work
1568	1	683000.7034024652	246221.19536942884	683657.6026222974	247604.50459336667	10800.0	car	education
1568	2	683657.6026222974	247604.50459336667	682063.8270428523	248732.0789375151	7200.0	car	leisure
1568	3	682063.8270428523	248732.0789375151	683717.4498576596	247974.46540439554	7200.0	car	education
1568	4	683717.4498576596	247974.46540439554	684047.0020276218	246084.2008954046	10800.0	car	leisure
1568	5	684047.0020276218	246084.2008954046	683989.5279745879	247211.9316852122	7200.0	car	education
1568	6	683989.5279745879	247211.9316852122	683438.4463472198	247509.95307683054	3600.0	car	leisure
1568	7	683438.4463472198	247509.95307683054	683807.4975113544	249775.6985724146	12307.0	car	home
1573	0	682569.4429552106	240250.3573659543	682668.126898812	241090.00386919585	39600.0	car	work
1573	1	682668.126898812	241090.00386919585	683342.8540209249	241019.92468773815	7200.0	car	leisure
1573	2	683342.8540209249	241019.92468773815	682569.4429552106	240250.3573659543	12941.0	car	home
1581	0	666951.0559940656	220314.18396964125	666365.2994907135	210521.78225896013	1800.0	car	work
1581	1	666365.2994907135	210521.78225896013	665796.1480120283	211629.56250547594	3600.0	car	leisure
1581	2	665796.1480120283	211629.56250547594	665899.7126224099	210434.40198219116	14400.0	car	work
1581	3	665899.7126224099	210434.40198219116	666098.1255754865	211248.97248100254	10800.0	car	leisure
1581	4	666098.1255754865	211248.97248100254	666951.0559940656	220314.18396964125	17034.0	car	home
1589	0	686531.3590393758	252147.871340767	717897.0880683528	259585.54323792987	10800.0	car	work
1589	1	717897.0880683528	259585.54323792987	687499.8337742467	244875.1531996452	3600.0	car	shop
1589	2	687499.8337742467	244875.1531996452	686531.3590393758	252147.871340767	33810.0	car	home
1600	0	661841.3593000356	261544.98378690818	663841.9130748367	260623.44899916387	1800.0	car	shop
1600	1	663841.9130748367	260623.44899916387	661236.1103387101	261778.68607822314	28800.0	car	work
1600	2	661236.1103387101	261778.68607822314	664327.6813373433	259926.88521049227	1800.0	car	shop
1600	3	664327.6813373433	259926.88521049227	661841.3593000356	261544.98378690818	24493.0	car	home
1603	0	698956.0455198316	232524.01321029617	690612.9438557562	235728.62218743216	10800.0	car	work
1603	1	690612.9438557562	235728.62218743216	698956.0455198316	232524.01321029617	23997.0	car	home
1607	0	644496.3257355347	226333.84443789636	644894.023249665	226006.7884138206	36000.0	car	work
1607	1	644894.023249665	226006.7884138206	644496.3257355347	226333.84443789636	26245.0	car	home
1623	0	712309.911275877	243910.33772185506	706881.7928183024	239796.59248381923	18000.0	car	work
1623	1	706881.7928183024	239796.59248381923	701929.6105713377	239943.7330416274	3600.0	car	leisure
1623	2	701929.6105713377	239943.7330416274	712309.911275877	243910.33772185506	40569.0	car	home
1643	0	706423.2931530378	241499.63726036248	704699.2360884375	240220.6469626612	14400.0	car	work
1643	1	704699.2360884375	240220.6469626612	702192.0283302373	240241.76470876156	3600.0	car	leisure
1643	2	702192.0283302373	240241.76470876156	704542.2132372165	239924.91000193072	18000.0	car	work
1643	3	704542.2132372165	239924.91000193072	701800.1748750277	240250.6721574587	7200.0	car	leisure
1643	4	701800.1748750277	240250.6721574587	706423.2931530378	241499.63726036248	13008.0	car	home
1650	0	657202.2363597659	254294.48115545858	657882.1834230205	259435.17845679936	10800.0	car	leisure
1650	1	657882.1834230205	259435.17845679936	657202.2363597659	254294.48115545858	36858.0	car	home
1663	0	701907.552165617	247062.65810388466	698684.438297492	249595.82395968543	14400.0	car	work
1663	1	698684.438297492	249595.82395968543	700421.3358309112	243629.60411875235	3600.0	car	leisure
1663	2	700421.3358309112	243629.60411875235	698869.2510588132	249276.55670838789	14400.0	car	work
1663	3	698869.2510588132	249276.55670838789	701907.552165617	247062.65810388466	30560.0	car	home
1664	0	710250.2388007734	268311.02802342566	710125.3263019611	268282.58680122864	1800.0	car	shop
1664	1	710125.3263019611	268282.58680122864	710250.2388007734	268311.02802342566	53620.0	car	home
1677	0	684741.93217426	248814.8270036973	682794.735006739	247259.11044263747	50400.0	car	work
1677	1	682794.735006739	247259.11044263747	684741.93217426	248814.8270036973	23315.0	car	home
1684	0	689113.6747959759	256156.22267247998	686130.4238166766	250942.70668136762	39600.0	car	work
1684	1	686130.4238166766	250942.70668136762	689113.6747959759	256156.22267247998	23950.0	car	home
1698	0	699088.2892872094	221236.49552268055	699267.6876070026	220838.27437409232	14400.0	car	work
1698	1	699267.6876070026	220838.27437409232	701328.7185737604	219404.74063238106	1800.0	car	leisure
1698	2	701328.7185737604	219404.74063238106	699299.2877492434	220431.45448506722	1800.0	car	work
1698	3	699299.2877492434	220431.45448506722	701482.4272066581	219598.87228188722	1800.0	car	leisure
1698	4	701482.4272066581	219598.87228188722	696464.5101994667	225572.6091435736	1800.0	car	shop
1698	5	696464.5101994667	225572.6091435736	698925.0239701546	220773.39046645185	14400.0	car	work
1698	6	698925.0239701546	220773.39046645185	699088.2892872094	221236.49552268055	20337.0	car	home
1703	0	693228.0280427028	231758.96935480478	691199.9221162235	232637.5427476429	36000.0	car	work
1703	1	691199.9221162235	232637.5427476429	693228.0280427028	231758.96935480478	20513.0	car	home
1715	0	662877.5897971679	209725.97785411554	661125.53658303	209481.3093296334	3600.0	car	work
1715	1	661125.53658303	209481.3093296334	666371.9657864496	211877.370769767	7200.0	car	leisure
1715	2	666371.9657864496	211877.370769767	664741.1937167633	209256.2828267281	3600.0	car	shop
1715	3	664741.1937167633	209256.2828267281	666068.3187694424	211560.35325519842	10800.0	car	leisure
1715	4	666068.3187694424	211560.35325519842	661306.3879165793	209644.64188271525	1800.0	car	work
1715	5	661306.3879165793	209644.64188271525	662877.5897971679	209725.97785411554	32514.0	car	home
1717	0	665421.8613967857	258269.9095507165	665148.9467576415	258629.1701460884	1800.0	car	shop
1717	1	665148.9467576415	258629.1701460884	665421.8613967857	258269.9095507165	47648.0	car	home
1721	0	688754.512586875	238315.58753232364	679540.0816209737	249180.23772612782	32400.0	car	work
1721	1	679540.0816209737	249180.23772612782	688754.512586875	238315.58753232364	30934.0	car	home
1722	0	699884.6197554189	259546.08100859984	697427.0619034081	262594.4350589252	39600.0	car	work
1722	1	697427.0619034081	262594.4350589252	699884.6197554189	259546.08100859984	28146.0	car	home
1730	0	642621.5312906796	237425.05298311435	652276.5575053524	247914.89490628688	36000.0	car	work
1730	1	652276.5575053524	247914.89490628688	641864.1939807989	241114.23285311557	14400.0	car	leisure
1730	2	641864.1939807989	241114.23285311557	642621.5312906796	237425.05298311435	12721.0	car	home
1736	0	684252.4784833499	247058.60683057172	679679.5267274589	249125.80997022026	32400.0	car	work
1736	1	679679.5267274589	249125.80997022026	684252.4784833499	247058.60683057172	27180.0	car	home
1738	0	656209.0784290544	251811.95086173774	656050.7393683682	247970.38894723548	21600.0	car	work
1738	1	656050.7393683682	247970.38894723548	656209.0784290544	251811.95086173774	7200.0	car	home
1738	2	656209.0784290544	251811.95086173774	656307.1790486497	248660.13316064316	10800.0	car	work
1738	3	656307.1790486497	248660.13316064316	656209.0784290544	251811.95086173774	3600.0	car	home
1738	4	656209.0784290544	251811.95086173774	655524.3371146806	248709.28476648094	7200.0	car	leisure
1738	5	655524.3371146806	248709.28476648094	656209.0784290544	251811.95086173774	14457.0	car	home
1745	0	686807.6089382487	255405.4020978261	685176.7391291996	257211.59115713323	43200.0	car	work
1745	1	685176.7391291996	257211.59115713323	686807.6089382487	255405.4020978261	16510.0	car	home
1749	0	724377.0127958094	258664.9643707483	709604.6127173145	268009.03381967376	14400.0	car	work
1749	1	709604.6127173145	268009.03381967376	709736.734764308	268338.7232660239	3600.0	car	leisure
1749	2	709736.734764308	268338.7232660239	710006.5524147401	268219.21311695053	21600.0	car	work
1749	3	710006.5524147401	268219.21311695053	724377.0127958094	258664.9643707483	18498.0	car	home
1753	0	675174.1480771813	225347.16040301727	678917.0106800292	228476.83234573324	1800.0	car	leisure
1753	1	678917.0106800292	228476.83234573324	677580.0082284078	226224.29057586013	18000.0	car	work
1753	2	677580.0082284078	226224.29057586013	679197.4839283322	227641.4266755193	10800.0	car	leisure
1753	3	679197.4839283322	227641.4266755193	677931.0849404128	226089.55892253362	14400.0	car	work
1753	4	677931.0849404128	226089.55892253362	675174.1480771813	225347.16040301727	7383.0	car	home
1755	0	732922.9902500769	258453.37914135226	728495.9097789032	257013.68105791623	10800.0	car	work
1755	1	728495.9097789032	257013.68105791623	732922.9902500769	258453.37914135226	7200.0	car	home
1755	2	732922.9902500769	258453.37914135226	728117.0610383225	256231.2775078574	14400.0	car	work
1755	3	728117.0610383225	256231.2775078574	732922.9902500769	258453.37914135226	21955.0	car	home
1756	0	673520.5605269071	215801.69032773408	670614.5269762301	210340.619207784	3600.0	car	work
1756	1	670614.5269762301	210340.619207784	673520.5605269071	215801.69032773408	10800.0	car	home
1756	2	673520.5605269071	215801.69032773408	670002.2393855483	210930.14937202862	7200.0	car	work
1756	3	670002.2393855483	210930.14937202862	673520.5605269071	215801.69032773408	30482.0	car	home
1757	0	651521.6211913263	224785.6060750163	650162.8668856635	226083.76700181616	43200.0	car	work
1757	1	650162.8668856635	226083.76700181616	652660.4964287595	229946.07489091344	3600.0	car	leisure
1757	2	652660.4964287595	229946.07489091344	651521.6211913263	224785.6060750163	13248.0	car	home
1769	0	672937.0107743941	203419.03959131156	670490.649306912	200888.62616908108	32400.0	car	work
1769	1	670490.649306912	200888.62616908108	672937.0107743941	203419.03959131156	28579.0	car	home
1771	0	665925.6516640176	258819.0008073733	675377.2220072999	256851.77421835405	28800.0	car	work
1771	1	675377.2220072999	256851.77421835405	665925.6516640176	258819.0008073733	24982.0	car	home
1789	0	661339.7091220719	259914.1736762022	661239.9897185564	261049.38208952092	39600.0	car	work
1789	1	661239.9897185564	261049.38208952092	661339.7091220719	259914.1736762022	15434.0	car	home
1792	0	718787.7302847701	233006.8569274652	716472.1099262902	231404.53495791677	21600.0	car	leisure
1792	1	716472.1099262902	231404.53495791677	718787.7302847701	233006.8569274652	29287.0	car	home
1807	0	682873.2865832566	238483.65846525965	684329.6472503638	254059.22548361815	36000.0	car	work
1807	1	684329.6472503638	254059.22548361815	682873.2865832566	238483.65846525965	26339.0	car	home
1808	0	704527.769781341	236065.43884587623	704725.6953761284	231815.10380835785	10800.0	car	leisure
1808	1	704725.6953761284	231815.10380835785	703271.7398231406	234952.45526505678	1800.0	car	shop
1808	2	703271.7398231406	234952.45526505678	704527.769781341	236065.43884587623	44696.0	car	home
1886	0	661739.4639939439	271057.19054857746	661212.5100316233	267923.2205911431	36000.0	car	work
1886	1	661212.5100316233	267923.2205911431	661739.4639939439	271057.19054857746	29233.0	car	home
1888	0	735160.2632564876	262625.27030452376	733342.0063191102	255729.07042427332	46800.0	car	work
1888	1	733342.0063191102	255729.07042427332	735160.2632564876	262625.27030452376	14318.0	car	home
1912	0	679341.6774294272	250640.92206465144	681669.3081893855	247538.26252414013	25200.0	car	leisure
1912	1	681669.3081893855	247538.26252414013	679341.6774294272	250640.92206465144	20693.0	car	home
1924	0	675138.7888985511	250264.28116714698	675482.8256103373	250606.4519775708	7200.0	car	shop
1924	1	675482.8256103373	250606.4519775708	675438.5460947546	249920.31104825562	10800.0	car	work
1924	2	675438.5460947546	249920.31104825562	675138.7888985511	250264.28116714698	18207.0	car	home
1962	0	688701.7824405248	205994.71339236564	689188.904184977	205715.50277695537	1800.0	car	shop
1962	1	689188.904184977	205715.50277695537	688786.1219648984	205057.38969957008	10800.0	car	work
1962	2	688786.1219648984	205057.38969957008	688921.2299145298	205482.75481399373	3600.0	car	leisure
1962	3	688921.2299145298	205482.75481399373	688737.0585096688	205449.97514161534	25200.0	car	work
1962	4	688737.0585096688	205449.97514161534	688701.7824405248	205994.71339236564	17279.0	car	home
1988	0	654973.8339327689	222487.89253185567	666625.7324132619	210675.34072928678	25200.0	car	work
1988	1	666625.7324132619	210675.34072928678	666161.1722446028	211105.05598101168	1800.0	car	shop
1988	2	666161.1722446028	211105.05598101168	654973.8339327689	222487.89253185567	26222.0	car	home
1989	0	691344.9047922995	209182.69342050303	691246.8609993851	206708.69899681723	14400.0	car	work
1989	1	691246.8609993851	206708.69899681723	691344.9047922995	209182.69342050303	46013.0	car	home
2004	0	645530.5009069266	246909.95114316544	645586.3391783502	248640.62635580543	36000.0	car	work
2004	1	645586.3391783502	248640.62635580543	645074.1454575313	249586.10648734076	1800.0	car	shop
2004	2	645074.1454575313	249586.10648734076	645530.5009069266	246909.95114316544	22166.0	car	home
2006	0	666887.1055552629	257594.84942033098	666486.6926205743	257688.1002275752	3600.0	car	shop
2006	1	666486.6926205743	257688.1002275752	665582.2090675869	258763.07359408468	1800.0	car	leisure
2006	2	665582.2090675869	258763.07359408468	666861.4540793292	257019.03054518288	28800.0	car	shop
2006	3	666861.4540793292	257019.03054518288	667030.3195966288	256892.49999295783	18000.0	car	work
2006	4	667030.3195966288	256892.49999295783	666887.1055552629	257594.84942033098	1800.0	car	home
2012	0	656427.1635763522	252192.5402725734	664073.8609302473	270891.4727351481	3600.0	car	leisure
2012	1	664073.8609302473	270891.4727351481	658146.1056239083	258922.51952251207	7200.0	car	shop
2012	2	658146.1056239083	258922.51952251207	661352.3884376537	269638.9866802378	14400.0	car	work
2012	3	661352.3884376537	269638.9866802378	656427.1635763522	252192.5402725734	24921.0	car	home
2029	0	682457.6191863773	246805.0226071476	683232.247870114	247242.7569584154	36000.0	car	work
2029	1	683232.247870114	247242.7569584154	682457.6191863773	246805.0226071476	25864.0	car	home
2048	0	661947.4963403952	254369.03654530854	683801.650664971	246608.9995401695	3600.0	car	leisure
2048	1	683801.650664971	246608.9995401695	683859.2396065274	247728.78457726672	10800.0	car	education
2048	2	683859.2396065274	247728.78457726672	683347.0990880354	247987.79101486554	7200.0	car	leisure
2048	3	683347.0990880354	247987.79101486554	683241.5252503679	248006.0107773186	7200.0	car	education
2048	4	683241.5252503679	248006.0107773186	678253.6544646547	248903.80275823636	1800.0	car	leisure
2048	5	678253.6544646547	248903.80275823636	661947.4963403952	254369.03654530854	33348.0	car	home
2065	0	650463.0161061962	224750.23292039588	650562.0363632676	226138.7129509569	21600.0	car	work
2065	1	650562.0363632676	226138.7129509569	650463.0161061962	224750.23292039588	12728.0	car	home
2087	0	687930.7494833695	243697.63681184562	681343.8476245594	252178.55889317306	18000.0	car	work
2087	1	681343.8476245594	252178.55889317306	684717.2685057293	245848.8454063316	3600.0	car	leisure
2087	2	684717.2685057293	245848.8454063316	681448.4646514043	252062.7293369583	21600.0	car	work
2087	3	681448.4646514043	252062.7293369583	681520.8602448348	249435.64089975494	7200.0	car	leisure
2087	4	681520.8602448348	249435.64089975494	687930.7494833695	243697.63681184562	9689.0	car	home
2093	0	698686.9887471397	260082.96193816068	693768.1871398713	262870.50367225125	46800.0	car	work
2093	1	693768.1871398713	262870.50367225125	698686.9887471397	260082.96193816068	8216.0	car	home
2096	0	701823.8667043502	247399.41691408312	702868.5077820921	242449.3609814639	10800.0	car	work
2096	1	702868.5077820921	242449.3609814639	703518.8358193537	242357.50903271066	3600.0	car	leisure
2096	2	703518.8358193537	242357.50903271066	702684.6116533442	242595.65872212965	14400.0	car	work
2096	3	702684.6116533442	242595.65872212965	701823.8667043502	247399.41691408312	30842.0	car	home
2097	0	687030.4958530465	262658.47024413984	683289.4270416835	263756.2921457868	18000.0	car	work
2097	1	683289.4270416835	263756.2921457868	682515.4940628897	263073.4931355732	1800.0	car	shop
2097	2	682515.4940628897	263073.4931355732	683056.1477543238	264202.7742871647	28800.0	car	work
2097	3	683056.1477543238	264202.7742871647	685304.8053751831	255710.80227315042	3600.0	car	leisure
2097	4	685304.8053751831	255710.80227315042	687030.4958530465	262658.47024413984	9308.0	car	home
2117	0	737667.5473019338	248887.70512986384	739143.2252064525	246685.00380229877	46800.0	car	work
2117	1	739143.2252064525	246685.00380229877	738263.4501084291	250819.31915041181	7200.0	car	leisure
2117	2	738263.4501084291	250819.31915041181	737667.5473019338	248887.70512986384	7068.0	car	home
2119	0	682007.0194612524	248043.13856943685	682757.9667156426	247053.73323711526	10800.0	car	work
2119	1	682757.9667156426	247053.73323711526	682558.7189726268	247824.21977710002	1800.0	car	shop
2119	2	682558.7189726268	247824.21977710002	682007.0194612524	248043.13856943685	14400.0	car	home
2119	3	682007.0194612524	248043.13856943685	683153.709770894	247677.86531095824	1800.0	car	work
2119	4	683153.709770894	247677.86531095824	684278.653397818	247363.31858455698	7200.0	car	education
2119	5	684278.653397818	247363.31858455698	682007.0194612524	248043.13856943685	18792.0	car	home
2137	0	649351.8639134144	238129.0784440756	645711.0668328139	246479.0559157739	1800.0	car	work
2137	1	645711.0668328139	246479.0559157739	645681.6081586798	248907.40769823172	25200.0	car	education
2137	2	645681.6081586798	248907.40769823172	649351.8639134144	238129.0784440756	30861.0	car	home
2150	0	664470.9533132807	214923.2996099376	664421.2185749998	213717.24977965985	28800.0	car	work
2150	1	664421.2185749998	213717.24977965985	664007.361437371	214242.44644480746	14400.0	car	shop
2150	2	664007.361437371	214242.44644480746	664752.8244136192	214453.86706129296	10800.0	car	work
2150	3	664752.8244136192	214453.86706129296	664470.9533132807	214923.2996099376	12410.0	car	home
2171	0	702195.1698105581	240688.69058001897	702270.3923492788	243189.48140379167	1800.0	car	shop
2171	1	702270.3923492788	243189.48140379167	702822.1347096054	242054.4481646582	36000.0	car	leisure
2171	2	702822.1347096054	242054.4481646582	702195.1698105581	240688.69058001897	21495.0	car	home
2184	0	723502.8772853862	216941.9322179968	723485.7015897466	212381.44460266104	32400.0	car	work
2184	1	723485.7015897466	212381.44460266104	721917.032891354	220949.7026918866	3600.0	car	shop
2184	2	721917.032891354	220949.7026918866	723673.1152984335	211537.37374660347	7200.0	car	work
2184	3	723673.1152984335	211537.37374660347	723502.8772853862	216941.9322179968	19119.0	car	home
2204	0	727321.2525874915	254344.90896581218	730948.2176572896	252922.02218990674	25200.0	car	shop
2204	1	730948.2176572896	252922.02218990674	726774.3831989298	254165.7158701557	1800.0	car	leisure
2204	2	726774.3831989298	254165.7158701557	727321.2525874915	254344.90896581218	21275.0	car	home
2210	0	701199.8923966677	219912.93787081324	699299.3514084659	220345.2388720778	18000.0	car	work
2210	1	699299.3514084659	220345.2388720778	701842.0473062523	219620.85981161045	3600.0	car	leisure
2210	2	701842.0473062523	219620.85981161045	698760.0559445489	220232.51093675263	21600.0	car	work
2210	3	698760.0559445489	220232.51093675263	701199.8923966677	219912.93787081324	17472.0	car	home
2211	0	687765.0727742605	242746.0218405875	687932.8590918026	256078.5194120608	14400.0	car	work
2211	1	687932.8590918026	256078.5194120608	684272.017941728	246073.3485613277	3600.0	car	leisure
2211	2	684272.017941728	246073.3485613277	688243.727163085	256075.188965351	14400.0	car	work
2211	3	688243.727163085	256075.188965351	687765.0727742605	242746.0218405875	24578.0	car	home
2215	0	664302.6371725351	216136.72079565178	662844.9843709428	215802.32264949047	32400.0	car	work
2215	1	662844.9843709428	215802.32264949047	662923.0700803611	214812.3909697684	1800.0	car	leisure
2215	2	662923.0700803611	214812.3909697684	664302.6371725351	216136.72079565178	27773.0	car	home
2246	0	689213.082013289	255538.87125860015	689575.4414430957	256015.98796395113	1800.0	car	shop
2246	1	689575.4414430957	256015.98796395113	689213.082013289	255538.87125860015	1800.0	car	home
2246	2	689213.082013289	255538.87125860015	684953.7977770042	252216.81939679172	3600.0	car	leisure
2246	3	684953.7977770042	252216.81939679172	689213.082013289	255538.87125860015	33258.0	car	home
2266	0	721529.7911467777	224352.26004306116	722718.5420917792	221447.03093411954	36000.0	car	work
2266	1	722718.5420917792	221447.03093411954	722642.8872936539	220648.49735802715	1800.0	car	shop
2266	2	722642.8872936539	220648.49735802715	722295.147390763	220784.26733075734	3600.0	car	work
2266	3	722295.147390763	220784.26733075734	724070.9787380097	210707.49694439422	14400.0	car	leisure
2266	4	724070.9787380097	210707.49694439422	721529.7911467777	224352.26004306116	7605.0	car	home
2271	0	664042.6020575841	256270.4520832454	683751.413278714	247458.00321128132	3600.0	car	work
2271	1	683751.413278714	247458.00321128132	684268.577318454	246131.09933309213	3600.0	car	leisure
2271	2	684268.577318454	246131.09933309213	684037.8324318096	247323.39031618254	7200.0	car	work
2271	3	684037.8324318096	247323.39031618254	683735.9012261044	246706.06107458958	10800.0	car	leisure
2271	4	683735.9012261044	246706.06107458958	664042.6020575841	256270.4520832454	35865.0	car	home
2276	0	727564.2119713917	256100.98417381456	728515.1886831904	255913.21769673727	14400.0	car	work
2276	1	728515.1886831904	255913.21769673727	726511.3143919621	254059.29369657527	3600.0	car	leisure
2276	2	726511.3143919621	254059.29369657527	728862.1057648964	256200.2121128896	7200.0	car	work
2276	3	728862.1057648964	256200.2121128896	730824.759287838	253503.90917812526	1800.0	car	shop
2276	4	730824.759287838	253503.90917812526	727564.2119713917	256100.98417381456	32320.0	car	home
2280	0	665468.9360669133	209560.20722742702	665887.0656239198	211391.36528908185	18000.0	car	leisure
2280	1	665887.0656239198	211391.36528908185	665468.9360669133	209560.20722742702	44010.0	car	home
2292	0	653804.1088370258	235140.49164171782	653277.8023527483	236839.7102828849	21600.0	car	work
2292	1	653277.8023527483	236839.7102828849	656674.107419395	233283.8548377908	1800.0	car	shop
2292	2	656674.107419395	233283.8548377908	652935.8939924479	236911.65919503375	3600.0	car	work
2292	3	652935.8939924479	236911.65919503375	653804.1088370258	235140.49164171782	21566.0	car	home
2301	0	698213.7622736571	232337.41968913403	688835.6288846552	249917.5742875345	21600.0	car	work
2301	1	688835.6288846552	249917.5742875345	693425.21459223	231388.11044882084	3600.0	car	leisure
2301	2	693425.21459223	231388.11044882084	689459.6535655779	249850.6369651747	18000.0	car	work
2301	3	689459.6535655779	249850.6369651747	683703.378493989	252305.33084347495	7200.0	car	leisure
2301	4	683703.378493989	252305.33084347495	698213.7622736571	232337.41968913403	9119.0	car	home
2324	0	685188.8419552005	240468.82434529395	684574.553722638	238970.5822322117	39600.0	car	work
2324	1	684574.553722638	238970.5822322117	685188.8419552005	240468.82434529395	3678.0	car	home
2332	0	666971.5842641081	255484.0229847852	666958.902059428	257409.91924965923	32400.0	car	shop
2332	1	666958.902059428	257409.91924965923	665159.219546838	258366.81640034914	10800.0	car	leisure
2332	2	665159.219546838	258366.81640034914	666971.5842641081	255484.0229847852	13843.0	car	home
2337	0	680595.4467617471	267951.51025404746	681518.5649708235	270001.5355709963	14400.0	car	work
2337	1	681518.5649708235	270001.5355709963	680582.4152458329	273402.64756929217	3600.0	car	leisure
2337	2	680582.4152458329	273402.64756929217	681165.8409512793	269982.21350967675	1800.0	car	work
2337	3	681165.8409512793	269982.21350967675	678786.0972342812	268386.6524371748	1800.0	car	shop
2337	4	678786.0972342812	268386.6524371748	681482.9145755133	269606.6457512269	14400.0	car	work
2337	5	681482.9145755133	269606.6457512269	680595.4467617471	267951.51025404746	20214.0	car	home
2342	0	727510.740778253	254208.52858984438	727219.5020972018	254607.48834457382	1800.0	car	leisure
2342	1	727219.5020972018	254607.48834457382	727754.0855581982	254808.55657107866	25200.0	car	work
2342	2	727754.0855581982	254808.55657107866	726651.1412262412	255444.7262059845	1800.0	car	leisure
2342	3	726651.1412262412	255444.7262059845	726884.0084585964	255011.27001429014	7200.0	car	work
2342	4	726884.0084585964	255011.27001429014	726959.8119916337	255507.60435026433	3600.0	car	leisure
2342	5	726959.8119916337	255507.60435026433	727510.740778253	254208.52858984438	16338.0	car	home
2345	0	656456.5921630613	247760.2439171184	645696.415767569	248493.2801061509	28800.0	car	leisure
2345	1	645696.415767569	248493.2801061509	645599.0426562084	248512.64129269688	1800.0	car	work
2345	2	645599.0426562084	248512.64129269688	656456.5921630613	247760.2439171184	1947.0	car	home
2350	0	687930.3444791314	238752.95840775844	686531.4110559449	240357.4470355257	3600.0	car	shop
2350	1	686531.4110559449	240357.4470355257	687669.0678289155	235919.91741654417	1800.0	car	leisure
2350	2	687669.0678289155	235919.91741654417	687930.3444791314	238752.95840775844	25401.0	car	home
2361	0	661969.8136818177	244181.49750824456	659540.6973746261	247663.7419473721	43200.0	car	work
2361	1	659540.6973746261	247663.7419473721	663261.6988207175	244672.24259315623	1800.0	car	shop
2361	2	663261.6988207175	244672.24259315623	661969.8136818177	244181.49750824456	11445.0	car	home
2366	0	685791.031886088	264999.8687837853	683335.8550366984	251823.9767991574	1800.0	car	shop
2366	1	683335.8550366984	251823.9767991574	685771.8523690648	255460.65392279474	36000.0	car	work
2366	2	685771.8523690648	255460.65392279474	684587.7951228409	252258.484567994	10800.0	car	leisure
2366	3	684587.7951228409	252258.484567994	685791.031886088	264999.8687837853	9845.0	car	home
2367	0	679647.1454033268	261215.33791897364	679608.747015534	260734.24316196734	36000.0	car	work
2367	1	679608.747015534	260734.24316196734	678861.702216109	262895.2024527028	1800.0	car	shop
2367	2	678861.702216109	262895.2024527028	679647.1454033268	261215.33791897364	23287.0	car	home
2380	0	733327.0598691611	247873.6363775042	731858.1104478781	252327.84117825248	3600.0	car	shop
2380	1	731858.1104478781	252327.84117825248	732036.4342661257	253264.2510894725	1800.0	car	leisure
2380	2	732036.4342661257	253264.2510894725	733327.0598691611	247873.6363775042	21753.0	car	home
2399	0	687396.955711647	262375.6754591781	687313.227684686	263598.8604358626	3600.0	car	shop
2399	1	687313.227684686	263598.8604358626	686968.3369213068	263941.63444773224	10800.0	car	work
2399	2	686968.3369213068	263941.63444773224	685346.4477959747	256249.0282826837	3600.0	car	leisure
2399	3	685346.4477959747	256249.0282826837	686435.1756590625	263854.4310663318	28800.0	car	work
2399	4	686435.1756590625	263854.4310663318	687396.955711647	262375.6754591781	1800.0	car	home
2400	0	718140.238606191	231590.44736082826	724410.9823233791	210733.06515004768	32400.0	car	work
2400	1	724410.9823233791	210733.06515004768	724536.3753626645	210579.35805020313	1800.0	car	shop
2400	2	724536.3753626645	210579.35805020313	724067.5629924866	211311.57461763654	1800.0	car	leisure
2400	3	724067.5629924866	211311.57461763654	718140.238606191	231590.44736082826	33925.0	car	home
2401	0	668338.1018421847	231374.8153252314	673102.4783833632	224461.91575552383	50400.0	car	work
2401	1	673102.4783833632	224461.91575552383	679582.0396263066	228007.9273403785	10800.0	car	leisure
2401	2	679582.0396263066	228007.9273403785	668338.1018421847	231374.8153252314	4688.0	car	home
2402	0	682747.4021708467	237602.45695995862	684147.3554925876	253253.0934518868	54000.0	car	work
2402	1	684147.3554925876	253253.0934518868	684848.9288878345	252516.9392206086	3600.0	car	leisure
2402	2	684848.9288878345	252516.9392206086	682747.4021708467	237602.45695995862	4379.0	car	home
2407	0	694341.606450426	235540.33997688635	696995.4740120248	233212.06446147765	50400.0	car	work
2407	1	696995.4740120248	233212.06446147765	694341.606450426	235540.33997688635	17876.0	car	home
2408	0	680210.8991709586	247435.9175619057	681038.1939756052	245768.68990116788	18000.0	car	work
2408	1	681038.1939756052	245768.68990116788	680856.4673135631	246658.92318261348	3600.0	car	leisure
2408	2	680856.4673135631	246658.92318261348	680788.5946360839	246586.16556368885	14400.0	car	work
2408	3	680788.5946360839	246586.16556368885	680210.8991709586	247435.9175619057	25191.0	car	home
