ZoneId	xCenter	yCenter	xMin	yMin	xMax	yMax	Area	Name
111	708036	244284.5	704425	241467	711647	247102	22238364.5	Bäretswil
408	615985.4	221455	615257	220600	616713.8	222310	1480276.15107	Hellsau
6603	488737	113910	486997	112820	490477	115000	4606332.5	Avully
5410	572009	135993.5	567163	130260	576855	141727	64094970.5	Ormont-Dessous
5038	712938	145393	710388	143903	715488	146883	7381413	Leontica
5785	545727.5	161510	544150	159135	547305	163885	7938073	Corcelles-le-Jorat
4776	720806	263399.085259333	718263	261794.170518666	723349	265004	7062416.21456	Tobel-Tägerschen
5517	543156.5	166120.5	542138	164658	544175	167583	2939446	Dommartin
3577	734010.15	179713.2	732102	178474.2	735918.3	180952.2	6829334.1434	Luven
3581	740152.3	184708.6	737663.1	182826.2	742641.5	186591	6917694.6875	Sagogn
242	675601	245065	672937	243165	678265	246965	11406579	Birmensdorf (ZH)
5679	550384	172066.5	549095	170818	551673	173315	3518372	Neyruz-sur-Moudon
7010	758650	235141	756872	232647	760428	237635	7385908	Ruggel
32	693408	270076.5	691697	268711	695119	271442	3700009.5	Humlikon
5655	520733	153541.5	518043	151475	523423	155608	9492547	Yens
3601	734593	172256.7	732908.9	171047	736277.1	173466.4	4828039.52462	Tersnaus
5744	521418	176571.5	519473	174685	523363	178458	9038444	Ballaigues
443	565917.5	222449	562218	218513	569617	226385	20886545	Saint-Imier
4138	655618.5	239798.5	654340	238430	656897	241167	3737198	Leutwil
6213	561265	111255.5	553845	107653	568685	114858	47990570	Evionnaz
5611	545406.5	155214	543190	152105	547623	158323	16001297	Savigny
5301	698010	119942.5	695140	117775	700880	122110	10936867	Aurigeno
6777	568815.5	258622.5	566908	256375	570723	260870	8213562.5	Buix
580	649300.6	179505.5	647913.2	176878	650688	182133	8757511.25166	Hofstetten bei Brienz
5252	717940	78826.5	717010	77810	718870	79843	1492692.5	Genestrerio
6632	495613	112758.5	494597	111745	496629	113772	2480684	Perly-Certoux
6721	592846.5	243689	592048	242773	593645	244605	1875217.5	Rossemaison
5818	557795	179646.5	555885	177773	559705	181520	6952510.5	Granges-près-Marnand
2523	614377.5	225543.5	613035	224447	615720	226640	2627442	Horriwil
5662	555487.5	168714	554345	167310	556630	170118	3847814.5	Brenles
3808	729604	139634.9	725673.3	133323.2	733534.7	145946.6	58884875.7837	Rossa
6458	562293	207897.7	558528	203155.4	566058	212640	18095927.7007	Neuchâtel
3273	748471.5	225602.8	742495	221797.6	754448	229408	54639416.3296	Grabs
31	693738.375	268519.375	692493	267303.75	694983.75	269735	2998168.7148	Henggart
4093	660688.5	254284.5	659610	252852	661767	255717	3002566.5	Birrhard
2307	582067.5	179421.5	580610	178030	583525	180813	3609665.5	Tentlingen
2825	622274.5	262497	621062	260812	623487	264182	4615546.5	Füllinsdorf
6609	491301	114728.5	489695	113500	492907	115957	4371904	Cartigny
3312	718056.805	227999.61	715098	225765	721015.61	230234.22	16454425.6436	Benken (SG)
2161	572562.7	167787.6	571336	166877	573789.4	168698.2	1800725.31145	Vuippens
3336	704841.062336967	231751.946743594	703754.104673933	230773.893487189	705928.02	232730	1767150.47473	Rapperswil (SG)
2133	576099	156871.5	573050	153733	579148	160010	21111146	Estavannens
4195	656888.5	244816	655227	243300	658550	246332	6282144.5	Egliswil
5104	713560.5	117313	711083	113288	716038	121338	17032690	Cugnasco
5432	516799	151114	515298	149653	518300	152575	4968957.5	Montherod
5719	499835	142346	495160	139792	504510	144900	12580397.5	Gingins
431	576738.5	226276	574150	222887	579327	229665	17614965	Corgémont
3541	770416.9	160322.35	765383.4	155964.7	775450.4	164680	54297977.7169	Tinizong-Rona
382	592035.794363891	217145	590663	215810	593408.588727783	218480	3609558.28781	Büetigen
6725	583572.5	238975.15	580020	237155.3	587125	240795	14015304.9025	Undervelier
1506	666986.5	199725.255550121	664693	197395	669280	202055.511100242	14072823.7217	Ennetmoos
2846	631771	256275	630020	253780	633522	258770	9786749	Gelterkinden
4026	666869.5	259154	665680	258392	668059	259916	2108444	Ennetbaden
4208	657990	242322.630035335	655810	240480.260070669	660170	244165	9681015.21056	Seengen
2855	637701	253651	635922	251597	639480	255705	7184734.5	Oltingen
3863	772351.35	197691	769821.5	192547	774881.2	202835	25911012.2071	Jenaz
139	683750.75	239896.046708817	682585	238650	684916.5	241142.093417634	2928480.02476	Rüschlikon
6033	581315	91433	575550	84753	587080	98113	60160683	Liddes
926	606562.5	179279.5	605960	178142	607165	180417	1840260.70028	Forst
2145	570297.5	160359	568925	158403	571670	162315	4512884.5	Le Pâquier (FR)
3693	738099.65	155922.4	735123.9	151857.5	741075.4	159987.3	28031054.9741	Nufenen
739	584342.029575124	218292.084582833	583436.2	217355	585247.859150248	219229.169165666	1905440.51016	Ipsach
1083	649591	218253	646737	215223	652445	221283	16745608.5	Buttisholz
4284	645519.5	237001.535	643557	235247	647482	238756.07	8907023.0042	Staffelbach
876	605462	184967.035	604267	183877	606657	186057.07	2925111.4685	Mühlethurnen
6137	568423	101829	564908	96903	571938	106755	37626635	Martigny-Combe
3024	747139	250889	743505	249175	750773	252603	15253188.4417	Teufen (AR)
5636	521914	148698	520533	147213	523295	150183	4934211.5	Etoy
2890	621212.5	248572.5	620250	247510	622175	249635	1942812.5	Liedertswil
662	583716.040616967	198663	582060	195897	585372.081233933	201429	9177823.99192	Ferenbalm
4751	721491.5	256372.87	720497	255613	722486	257132.74	1569779.12224	Rickenbach (TG)
135	683668.742594291	241892.771500245	682840	240462	684497.485188582	243323.54300049	2568590.81785	Kilchberg (ZH)
6180	645528.5	136412.5	642917	132548	648140	140277	15657129.5	Ried-Mörel
3913	762661.93135435	182218.65	760537.6627087	179885.2	764786.2	184552.1	9287323.90211	Parpan
3444	740515	258298	735485	254903	745545	261693	31254639.4063	Waldkirch
178	701582.5	251093.5	699095	248602	704070	253585	14301234.5	Russikon
1131	635324	225006.5	633120	221918	637528	228095	10188289	Grossdietwil
3803	730579.9	129146.35	729126.5	127383.1	732033.3	130909.6	6909797.99	Braggio
6267	592271.5	116323	591575	115598	592968	117048	1103739	Veysonnaz
4651	726844.73791493	280692	726024.475829859	280487	727665	280897	325531.932906	Gottlieben
4259	639509	262278.5	637928	260167	641090	264390	7035481.6159	Schupfart
6775	578974	258520.5	575708	256625	582240	260416	13590335	Bonfol
5702	502137.5	149668.5	496970	143642	507305	155695	51894218.5	Arzier
2032	556254	185164	554988	184333	557520	185995	1919585	Montet (Broye)
5856	513196	148378	511013	146383	515379	150373	6964869.5	Essertines-sur-Rolle
3611	726245.8	187425.85	723441.9	182002.7	729049.7	192849	13627732.1219	Andiast
1374	686711.5	213399	685423	211185	688000	215613	6896095.5	Steinerberg
2303	583101.5	176230	581318	174040	584885	178420	7067016	St.Silvester
5672	553026.5	175119	551900	174025	554153	176213	2837978	Forel-sur-Lucens
2259	577736.667223026	200942	575623.334446051	198882	579850	203002	9062082.43739	Galmiz
6456	570498	215780	567693	213560	573303	218000	12509765	Lignières
4273	642429.5	237086	640862	235595	643997	238577	5112366.5	Bottenwil
3708	748647.4	167364.05	745349	165557.6	751945.8	169170.5	15132918.365	Mathon
6790	572467.5	248805.5	570753	246518	574182	251093	10496033.5	Fontenais
976	621345	229772.5	620218	228620	622472	230925	3160359.87608	Graben
940	621070	179305	619730	177360	622410	181250	4528183.88533	Teuffenthal (BE)
5741	525981.5	179135	523650	177460	528313	180810	5744328	L'Abergement
6174	647917.5	133286.5	645515	130693	650320	135880	7259489	Filet
743	584978.642803737	219230.328798664	584032.285607475	218493	585925	219967.657597328	1520006.80163	Nidau
5607	550024.75	151303.689269605	547184.5	147209.378539209	552865	155398	22861513.6691	Puidoux
2265	581674.5	203295	578797	201430	584552	205160	12227377.5	Kerzers
21	695268	271645	693063	269785	697473	273505	6612005.5	Adlikon
4169	645596	265316	642837	263277	648355	267355	14184373.5	Kaisten
5313	695699	127846.5	693543	124545	697855	131148	13162894	Giumaglio
3823	737745.65	134763.85	732213.6	130899.4	743277.7	138628.3	46419936.3104	Soazza
2129	575453	167238	573206	166233	577700	168243	4144885.8914215	Corbières
723	574705.739947628	213724	572538	212135	576873.479895255	215313	6820422.72113	La Neuveville
2500	633880.5	246757	631511	245157	636250	248357	7622512.5	Trimbach
1202	690058.1	163964.1	684835	157685	695281.2	170243.2	62198947.025	Andermatt
351	596671.5	200405.5	589003	196453	604340	204358	51622453.6199	Bern
1040	663137.5	217361	660050	215210	666225	219512	15565241	Rothenburg
6753	565741.5	229336.5	563125	224898	568358	233775	14318248	Muriaux
1138	639086.5	223313	637345	222073	640828	224553	4445608	Ohmstal
5766	532215.5	184246.5	530503	182728	533928	185765	5029592	Vuiteboeuf
2182	577026.5	187404	576278	186298	577775	188510	1594928	Cormagens
1032	666336.239541599	226223.5	662930.479083198	222877	669742	229570	19589476.7726	Hohenrain
6701	584800	243039	582180	240035	587420	246043	15569028.5678	Bassecourt
901	628037.5	190540.5	623170	184386	632905	196695	60319191.1841	Eggiwil
4071	672877	239214.5	670852	237897	674902	240532	5694588	Jonen
113	707363.5	236962.5	704812	235350	709915	238575	10211236.5	Dürnten
2191	568297.5	174682.5	566920	173725	569675	175640	2484113.5	Estavayer-le-Gibloux
152	690136.140849814	239116	687715.281699627	237515	692557	240717	8984168.58654	Herrliberg
5487	530211.5	164914	529015	163653	531408	166175	3650644.5	Lussery-Villars
2931	686424	294376.5	684175	292818	688673	295935	8272443.5	Bargen (SH)
342	623200	228081.5	621423	225703	624977	230460	9650153.83784	Thunstetten
862	606489.5	190801	605027	189047	607952	192555	5698643.36228	Belpberg
341	624778.5	234031	623252	232787	626305	235275	3785343.30469	Schwarzhäusern
1056	676272.704698183	212189	674797.409396365	211175	677748	213203	3316480.78984	Greppen
6232	606507.5	121648	603175	118253	609840	125043	24454966	Chalais
3664	748993.75	175243	746576	174519	751411.5	175967	3416675.585	Portein
3586	741789.5	182217.987297405	739013	178711.9	744566	185724.07459481	22785134.0258	Valendas
2189	577891	178431.5	576450	176890	579332	179973	5610444	Ependes (FR)
2883	616089	249386.5	614648	247725	617530	251048	7332144.5	Bretzwil
5830	559440.5	176889	558318	175455	560563	178323	4055948.5	Villarzel
64	691437.5	256956	689355	254535	693520	259377	10065560	Nürensdorf
4285	636683	236848.37405	635365	234960	638001	238736.7481	6007474.21841	Strengelbach
5066	705393	150720.5	704243	148558	706543	152883	3302325.5	Calpiogna
5590	541081.5	152832.4	538655	150579.8	543508	155085	5846736.78943	Pully
881	604032.5	186156	602300	184917	605765	187395	4653481.31812	Rümligen
2461	596377.5	217563.5	594765	215685	597990	219442	7192354.54857	Schnottwil
405	612813.8	216672.75	610384.6	214903	615243	218442.5	8714674.65721	Ersigen
4426	741110.744852354	272363.755662074	739848	270780	742373.489704708	273947.511324149	4472741.18843	Kesswil
4172	639431	265458	638630	264174	640232	266742	2452778	Münchwilen (AG)
309	587050	205424.62	584842	202128	589258	208721.24	14727422.2184	Radelfingen
4656	738983.118864356	273507.376157277	736965	271283	741001.237728712	275731.752314553	9486525.66927	Güttingen
6110	615505	126934	610995	121803	620015	132065	44162489	Leuk
3843	824300.45	164342.15	814760.2	158713	833840.7	169971.3	77740455.1132	Müstair
2085	561075	165330.5	560340	164638	561810	166023	873189	La Magne
2113	561274	166906.5	560143	165290	562405	168523	4099041.5	Vuisternens-devant-Romont
2153	569873	169181	567388	167729	572358	170633	8722295	Sorens
120	712830	238035	709475	234545	716185	241525	25235257.3714	Wald (ZH)
4030	668338.5	253351	667175	252270	669502	254432	2442259.5	Killwangen
1148	641057.5	215666.5	636620	210413	645495	220920	37710137.5	Willisau Land
7009	758373	230938.5	755603	228415	761143	233462	6166356	Gamprin
392	591522.5	224981.32	588975	223577	594070	226385.64	8318444.41021	Pieterlen
2841	637852	255870.5	636492	254615	639212	257126	3964053.17675	Anwil
1321	698600	225404	695030	222930	702170	227878	17487662	Feusisberg
3945	764408.15	195916.75	759902	191828.8	768914.3	200004.7	28403853.1451	Trimmis
2442	604647	219586	603507	218452	605787	220720	2825776.5	Aetingen
5463	566498.5	194974	565150	193193	567847	196755	4205827.5	Villars-le-Grand
5530	541558	172299	540203	170753	542913	173845	5772921	Pailly
2254	576090	189953	574685	188898	577495	191008	2876577	Courtepin
3354	736667.735	234633.5	730630	231322	742705.47	237945	42354542.8878	Krummenau
5931	536460.5	180100.5	535388	178753	537533	181448	2072995	Treycovagnes
6615	498593.5	126159	497015	124130	500172	128188	6881544.54685	Collex-Bossy
2014	565812.5	189625.48	564505	187783	567120	191467.96	4446763.18375	Dompierre (FR)
4911	729901.5	268285.5	727170	265798	732633	270773	11683791	Bürglen (TG)
6641	500999.5	112657	499577	111452	502422	113862	3386516	Troinex
851	591023.5	188637	589592	187107	592455	190167	4289289	Albligen
2477	602378	257216.5	600495	255388	604261	259045	8487209	Metzerlen
2296	589693.5	187212.5	587582	185240	591805	189185	9118588.3575	Heitenried
5308	684759	136967.5	678738	132160	690780	141775	55203077	Cavergno
5182	720078	99080	718678	98245	721478	99915	2493097	Davesco-Soragno
2110	568070.5	171183	566593	169653	569548	172713	4155731.5	Villarsiviriaux
436	583286.445	226661	581800.89	224745	584772	228577	8082357.0359	La Heutte
5427	518244	148104	517223	146680	519265	149528	2705455.5	Féchy
1342	708778	225054	706803	222408	710753	227700	13284892	Galgenen
5114	695351.5	118371.5	693340	115765	697363	120978	9067933.5	Loco
2457	600990.5	215584	599558	213700	602423	217468	7076798.5	Messen
213	693251	259008.5	691400	257380	695102	260637	6605438.5	Brütten
94	671925.24	257646.4688505	669895	255850.937701	673955.48	259442	7163456.04061	Otelfingen
2775	609324.5	260645	607022	259365	611627	261925	7626332.5	Therwil
4065	660930	248241	659495	246567	662365	249915	3873231.5	Dottikon
4009	647241	242766	645530	241305	648952	244227	7022150.5	Muhen
2863	627980	253632	626305	252412	629655	254852	4664266.5	Tenniken
6474	554678	206762.765701357	551558	205102.531402714	557798	208423	6491057.29234	Coffrane
791	593766.5	160733	587810	154228	599723	167238	77016721.1852	Boltigen
1129	635370.5	222141.5	633618	219735	637123	224548	8047907.12635	Fischbach
1143	641804	224052	639220	222041	644388	226063	10894997	Schötz
2231	570849	172609	569218	171168	572480	174050	6188805	Vuisternens-en-Ogoz
3640	755512.75	173047.65	753207.5	170725.1	757818	175370.2	9319999.84522	Sils im Domleschg
2848	633844.5	260071.26	632552	258765	635137	261377.52	3386374.1155	Hemmiken
6802	563326.5	246206.5	561860	245315	564793	247098	3491642	Roche-d'Or
5904	535984	180947.5	534770	179910	537198	181985	2852870	Chamblon
386	593191	219773.5	591782	217982	594600	221565	4224355.73453	Dotzigen
3231	765763.75	254994	764582.5	252843	766945	257145	4676900.97375	Au (SG)
2043	556839	187657.5	555900	186437	557778	188878	2490795	Sévaz
200	691156.5	252062.5	689300	250125	693013	254000	7916798	Wangen-Brüttisellen
5155	726262.5	105748	724835	104183	727690	107313	4210452.5	Bogno
329	627178	229680	624483	227475	629873	231885	14417669.9016	Langenthal
1621	722218.5	205345	720950	204367	723487	206323	2582979	Nidfurn
4476	734995	268415.5	732527	265828	737463	271003	12170770	Erlen
27	691027.5	282427.5	689615	281505	692440	283350	2485897.5	Feuerthalen
2331	556662.5	161400.5	555205	160203	558120	162598	3564699.5	Porsel
161	687413.334589585	244124.5	685051.669179169	242729	689775	245520	7878386.86458	Zollikon
5255	716695	84199	714970	82365	718420	86033	7457937.5	Meride
5216	710504	93282	709413	92051	711595	94513	3035288.5	Pura
5145	712046.5	101994	709883	99340	714210	104648	6559471	Arosio
2001	555611.5	183246.5	554033	181630	557190	184863	5277047.5	Aumont
3731	754288.85	191984.750112081	751806.5	189403.5	756771.2	194566.000224162	13396174.3461	Felsberg
3216	755797.5	259307.75	753725	257642	757870	260973.5	7112581.12626	Rorschacherberg
5901	549581.5	183135	548885	182515	550278	183755	859114	Arrissoules
5232	710714	101603	709350	99533	712078	103673	3671690.5	Vezio
5796	545586.5	164460	544550	162655	546623	166265	4454730.5	Peney-le-Jorat
4234	671574	235285	669533	232844	673615	237726	11062338	Merenschwand
3695	747249.15	157371.25	743188.5	152115	751309.8	162627.5	34618525.1456	Sufers
3035	760400.5	253640	758768	251663	762033	255617	4990428	Reute (AR)
2764	605932.5	262032.5	604465	260678	607400	263387	4121040	Biel-Benken
769	615796.5	167844.51266554	612860	164620	618733	171069.025331079	22328739.3353	Wimmis
6437	545476.5	205413	540975	201998	549978	208828	18233860.5	Les Ponts-de-Martel
5177	722016.5	105701.5	721108	104070	722925	107333	2145920.5	Corticiasca
6009	646960.5	116102.5	641698	107840	652223	124365	90817242.5	Simplon
4133	656040	231678.5	655495	230877	656585	232480	941138	Burg (AG)
5801	552101.5	154322.5	551313	152935	552890	155710	1933956.5	Les Thioleyres
5890	554621.266072587	146407.1	553442.532145174	145211.2	555800	147603	2394057.6037	Vevey
60	680121.5	262458	678525	261000	681718	263916	4812438	Höri
1067	672920.5	215995	671288	213730	674553	218260	6228315	Udligenswil
691	601216	237214	599445	234673	602987	239755	9477499.54876	Crémines
4034	666876	255163	665290	253377	668462	256949	5384564.5	Neuenhof
2615	607972.5	246755.5	605975	245268	609970	248243	7439144	Erschwil
5587	538662.5	156735	536940	154505	540385	158965	9810639	Le Mont-sur-Lausanne
3982	707288.15	177811.2	701911.3	169792.8	712665	185829.6	90999804.965	Disentis/Mustér
5282	723051.5	125181.5	720845	121730	725258	128633	21217008.865	Claro
5563	544716.5	192441.5	542635	191595	546798	193288	3214113.5	Mutrux
6004	634527.5	130055	633060	127978	635995	132132	5936445.38207	Eggerberg
5173	725839	104304	724555	103215	727123	105393	2732937	Certara
5245	725689	84658	724220	83023	727158	86293	5690998.5	Cabbio
5841	574927.75	144780	567445	136030	582410.5	153530	113777674.697	Château-d'Oex
5453	565136.173559167	197778.182164891	563674.347118334	196358	566598	199198.364329782	3957177.16525	Chabrey
5121	704864	115784	704088	114553	705640	117015	1945330	Orselina
2072	551688	163158	550858	160183	552518	166133	4897766	Ecublens (FR)
5647	527266.5	155493.5	526001	153960	528532	157027	3791738	Saint-Saphorin-sur-Morges
6503	531185	192502.5	528180	190135	534190	194870	18194702.5	Buttes
82	672862	258141.5	671672	256800	674052	259483	3967159.5	Boppelsen
2202	566526.5	179000	564835	177795	568218	180205	4807959	Lentigny
4079	671210	241735	668848	240173	673572	243297	4485045.5	Unterlunkhofen
5237	722084	107264	721525	106533	722643	107995	629172	C'za Sala Capriasca-Vaglio
69	687359.5	252769	685597	250966	689122	254572	6444599.9932	Wallisellen
5790	556941.5	156196.5	555810	154643	558073	157750	3330214.5	Maracon
2762	607204	266108.5	604930	264027	609478	268190	8925911	Allschwil
224	690434.5	262807.5	688792	261460	692077	264155	4980080.5	Pfungen
3402	732535	252130.925	729600	249711.85	735470	254550	11472498.9299	Flawil
6285	631422.5	116243	629265	113638	633580	118848	14318533.5	Grächen
2100	559946.5	165225.5	559023	163923	560870	166528	3256098.5	Sommentier
3501	761170.15	171843.550424469	759236	170304.9	763104.3	173382.200848938	4076636.48358	Alvaschein
1006	635831.5	189220	631830	183290	639833	195150	45098457.1927	Marbach (LU)
5226	719166.5	105424	717818	102580	720515	108268	3088162.5	Tesserete
3423	730057.5	260320	726625	257735	733490	262905	16331339.7239	Niederhelfenschwil
6798	572019	244771.5	569443	242675	574595	246868	11621961	Ocourt
5568	527911.5	186369	523098	182598	532725	190140	39431957	Sainte-Croix
996	616544.8	236303.350794444	615559.6	235262	617530	237344.701588887	2439961.91867	Wolfisberg
3005	743886	249222.5	742227	246665	745545	251780	9374476.5	Stein (AR)
2069	558437.5	166164	557405	163920	559470	168408	4484836	Chavannes-les-Forts
2408	627087.5	235440	624685	233968	629490	236912	6871798.765	Wolfwil
956	619073.262616454	209930	615768.525232908	206905	622378	212955	15091013.055	Rüegsau
629	617545	191146	615990	189365	619100	192927	6021670.71	Oberhünigen
498	577983.5	204981.215	576320	203647	579647	206315.43	4877905.72305	Müntschemier
4145	652182	242015	650737	241105	653627	242925	3579292.5	Teufenthal (AG)
372	583436	221586	581210	220232	585662	222940	3677061.08161	Evilard
4311	655556	271086	653960	269220	657152	272952	6388473.10799	Leibstadt
2951	682543	291161.5	680253	289065	684833	293258	12591776.5	Beggingen
3204	746441.159480475	259376	744102	256440	748780.318960951	262312	12208417.725159	Wittenbach
5604	548206.5	154196.5	545143	150715	551270	157678	18529890	Forel (Lavaux)
1606	731706.5	206664	727235	202393	736178	210935	40674460.3808	Engi
6156	557066.5	119896.5	552315	116530	561818	123263	36977177	Troistorrents
2064	555345.5	165160	554663	164385	556028	165935	1090162.5	Bionnens
99	673964.5	262029.5	673002	259907	674927	264152	4036419.5	Schöfflisdorf
5424	514590	157985	512060	155805	517120	160165	9587580.5	Berolle
869	604394.5	187619.845	603237	186902.69	605552	188337	2060078.3817	Kaufdorf
5513	535712.5	163515.5	534720	162413	536705	164618	3123214	Bioley-Orjulaz
5218	719515.5	104134	719048	103355	719983	104913	689275	Roveredo (TI)
5035	717840	145127.5	715630	142335	720050	147920	12862327.5	Dongio
5886	561286	144833.803564446	556882	141204.607128892	565690	148463	33404390.1199	Montreux
2022	561673.386991587	194522.08633927	560601.773983175	193210	562745	195834.17267854	2914787.2796195	Gletterens
6295	627375	99959	619455	96158	635295	103760	58718038	Täsch
5164	720480	106114	718310	102180	722650	110048	5512095.5	Cagiallo
533	607064.5	220713.171580703	605007	217294.343161405	609122	224132	10167981.0403	Bätterkinden
4446	738678	270465.5	737348	269173	740008	271758	4206304	Sommeri
4114	655137.5	256118.5	654570	254790	655705	257447	1884242	Schinznach Bad
5005	720574	114587.5	717633	113330	723515	115845	6227754	Giubiasco
3551	806013.35	126570.55	800958.5	121818.6	811068.2	131322.5	46292497.35	Brusio
1122	634099	226765.5	631885	225123	636313	228408	6768632.5	Altbüron
5474	525581.5	164111.5	524055	162255	527108	165968	6724922.5	La Chaux (Cossonay)
5134	710052.671499767	109164.1	707610.342999533	106830	712495	111498.2	11989169.8069	Vira (Gambarogno)
4643	733066.5	277351.05	732223	276068	733910	278634.1	2399424.18234	Bottighofen
1053	670989	216315.5	669805	215223	672173	217408	2780560	Dierikon
414	609574	206446.357986734	606905	202885	612243	210007.715973469	19430634.2546	Krauchthal
5458	572214.5	194775.812194128	570742	193738	573687	195813.624388255	3454249.30917	Faoug
5622	529417.5	155868	528152	154648	530683	157088	2914855.5	Bremblens
1209	689914	176738	683853	169613	695975	183863	83354527.525	Gurtnellen
6159	554967.5	132029	548925	129535	561010	134523	33545321	Vouvry
6629	507171	121841	505472	120097	508870	123585	6964113	Meinier
991	618750	230539.25	617570	229302	619930	231776.5	3051476.81	Walliswil bei Wangen
5727	499271	145306.5	495085	141955	503457	148658	24258381	Saint-Cergue
3746	805127	172056.8	792860.8	165065.7	817393.2	179047.9	203849886.822	Zernez
5919	533462.5	179151.5	531620	177345	535305	180958	6590282	Mathod
4536	699199.5	279584.5	696237	277272	702162	281897	15607895	Basadingen-Schlattingen
3593	737961.45	172839.25	734610.8	168825	741312.1	176853.5	17933395.0397	Duvin
931	618368.264006791	180472.5	616507	178895	620229.528013582	182050	6505993.39058	Homberg
615	616163.605	193371.5	615155.21	192390	617172	194353	2348058.88469	Mirchel
5932	541226.5	176110	540165	174690	542288	177530	3365426	Ursins
5709	500395	140748.5	497048	138012	503742	143485	10596754	Chéserex
5665	552772.5	167979	550910	166423	554635	169535	5152905.5	Chavannes-sur-Moudon
1626	720772.5	199180	718580	197445	722965	200915	6154889.5	Rüti (GL)
2219	574912.5	180075	573165	178290	576660	181860	6709141.32542	Posieux
2141	566211	165820	564840	164275	567582	167365	5274213	Maules
5482	531572.5	167158	529590	165598	533555	168718	5804985.5	Eclépens
5413	560654	134350	558760	132995	562548	135705	6447175	Roche (VD)
2854	627073.5	260175	626087	259320	628060	261030	1716913	Nusshof
6178	650259.5	138572.5	649187	136863	651332	140282	3007704	Martisberg
6202	626785	139719	623490	136228	630080	143210	14662087.6909	Wiler (Lötschen)
2888	624848.5	245267	621927	243072	627770	247462	15688482	Langenbruck
5109	689911	121351	687110	118737	692712	123965	11075645.63174	Gresso
1611	722607	202434.5	721117	201352	724097	203517	3190552	Hätzingen
322	629546.1	220614	627547.2	219208	631545	222020	4634391.88096	Auswil
5716	505132.5	137281	503795	136157	506470	138405	2382798	Eysins
575	629027.5	166801.5	627015	165015	631040	168588	6913984.86543	Därligen
1088	659835	222007	657900	220412	661770	223602	7049168	Hildisrieden
4101	654690	266092	653478	264567	655902	267617	4165590	Hottwil
5523	542566.5	160886.5	540803	159140	544330	162633	7116625.5	Froideville
979	620808.5	227018.8	619303	225282.6	622314	228755	6862993.49446	Herzogenbuchsee
709	606414.9	239367.1	603782	237447	609047.8	241287.2	8405749.8	Seehof
3603	729648.5	159416.35	721055.4	150436.2	738241.6	168396.5	152728853.992	Vals
310	597838	211872.270395096	594958	208989.540790191	600718	214755	18195549.7969	Rapperswil (BE)
40	693862.5	277984.5	691540	275687	696185	280282	9532643.5	Trüllikon
192	695191	239342.5	692067	236813	698315	241872	14485524.5	Egg
699	581576.5	236393	580110	235133	583043	237653	3387963.5	Monible
5195	718973.476238698	88460.05	718326.952477395	87697.1	719620	89223	999238.917812	Maroggia
960	629018	213726.56	627198	211403.12	630838	216050	11712708.6099	Wyssachen
4421	752490.38	262186.323265442	751381.86	261257	753598.9	263115.646530884	1649918.79824	Horn
4320	663778.5	268115	662022	266340	665535	269890	7126164	Tegerfelden
4406	741403	271131.5	740373	270238	742433	272025	1363848.5	Dozwil
4262	636945	260754	635122	259080	638768	262428	7114133.83265	Wegenstetten
1038	661193.650954934	227903.575942191	660392	226287	661995.301909868	229520.151884382	2608665.41505	Retschwil
4303	659510	268184.5	657655	265952	661365	270417	7410652.99104	Böttstein
2293	580863	188385.5	577478	184268	584248	192503	30781877	Düdingen
1707	676130.15	221545.15	673810	218545	678450.3	224545.3	14848675.1401	Risch
543	606252.5	207716.5	605038	205623	607467	209810	3805299.79864	Mattstetten
3103	751130	239833.5	746252	233272	756008	246395	40832931.3236	Rüte
5910	543629	178794	541753	176718	545505	180870	6604884.5	Cronay
2044	555323	177661.5	553898	176385	556748	178938	2575831.5	Surpierre
354	598204	204912.5	596193	202090	600215	207735	11960894.6045	Kirchlindach
4561	713070	270525.5	711105	268993	715035	272058	7380213.13827	Felben-Wellhausen
4231	672496	222514.5	670940	221172	674052	223857	5510538.5	Dietwil
1064	676864.4	218860	674090	217228	679638.8	220492	6793709.82506	Meierskappel
2517	611484.5	226985	610337	224815	612632	229155	5628332.005	Derendingen
9	677786	233012	675197	230257	680375	235767	13023983.5	Mettmenstetten
4225	670115.5	233258.5	669057	232236	671174	234281	2453935.5	Benzenschwil
1217	692964.75	198785.5	689256.5	196713	696673	200858	16331801.5402	Sisikon
603	614302.93	197468.6	613185	196123	615420.86	198814.2	3589507.41235	Biglen
5666	553874.5	169515	553060	168605	554689	170425	1650860	Chesalles-sur-Moudon
5423	518669	156529	516740	154588	520598	158470	8472468	Ballens
4165	641409	260036	638496	257878	644322	262194	10189894.7848	Gipf-Oberfrick
2527	611295	229242.19	610035	227727.38	612555	230757	4520160.14	Luterbach
90	679507	258122.5	677151	255522	681863	260723	11289737.5	Niederhasli
3514	771250.652300159	174995	769300.1	172146.2	773201.204600319	177843.8	11347950.3326	Schmitten (GR)
565	621100	146079	611115	140018	631085	152140	134559345.811	Kandersteg
1346	713313	223166.5	710128	218858	716498	227475	29012450	Schübelbach
3102	744735	242238.5	741445	238607	748025	245870	24706336.5	Gonten
2424	609246	238354.5	605747	235707	612745	241002	16307045.6312	Herbetswil
1004	643556.5	188600.437938203	638865	180567.875876405	648248	196633	108189262.928	Flühli
4683	732254	274996.5	730345	272708	734163	277285	8861121.5	Lengwil
